defined_class	defined_class_name	element	element_name	from	from_name	to	to_name	fovt	fovt_name	taxa	taxa_name	position	your_comments	your_synonym	def_ref
OBA:2069999		UBERON:0000981	femur	UBERON:0006767	head of femur	UBERON:0009985	lateral condyle of femur	FOVT:0001070	femur length from caput to lateral condyle						
