defined_class	defined_class_name	entity1	entity1_name	entity2	entity2_name	attribute	attribute_name	activity	activity_name	exact_synonyms	broad_synonyms	narrow_synonyms	related_synonyms	xrefs	orcids
OBA:2100017	apnea-hypopnea index	HP:0002104	apnea	HP:0040213	hypopnea	PATO:0050000	rate of occurence	GO:0030431	sleep	AHI|apnoea-hypopnoea index			apnea index|hypopnea index	SNOMED:774099003	https://orcid.org/0000-0001-6677-8489
