defined_class	defined_class_name	element	element_name	axis	axis_name	taxa	taxa_name	exact_synonyms	xrefs  def_ref
OBA:2030003  pelvis length UBERON:0007830  pelvic girdle bone/zone BSPO:0000015  proximal-distal axis           ISBN:9780873659505
