defined_class	defined_class_name	attribute1	attribute1_name	attribute2	attribute2_name	exact_synonyms	broad_synonyms	narrow_synonyms	related_synonyms	xrefs	orcids
OBA:2052995	TNFSF12/TNFSF13 protein amount ratio in blood	OBA:2051978		OBA:2052725		TNFSF12/TNFSF13 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2052996	TNF/TNFRSF1B protein amount ratio in blood	OBA:2051979		OBA:2052724		TNF/TNFRSF1B protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2052997	TRAF2/WWP2 protein amount ratio in blood	OBA:2051980		OBA:2052726		TRAF2/WWP2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2052998	USP8/WASF1 protein amount ratio in blood	OBA:2051981		OBA:2052727		USP8/WASF1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2052999	VASH1/YTHDF3 protein amount ratio in blood	OBA:2051982		OBA:2052720		VASH1/YTHDF3 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053000	VEGFC/ZBTB16 protein amount ratio in blood	OBA:2051983		OBA:2052728		VEGFC/ZBTB16 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053001	CDH17/PECAM1 protein amount ratio in blood	OBA:2051984		OBA:2052260		CDH17/PECAM1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053002	HBEGF/PDGFA protein amount ratio in blood	OBA:2051985		OBA:2052274		HBEGF/PDGFA protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053003	HBEGF/PDGFB protein amount ratio in blood	OBA:2051985		OBA:2052255		HBEGF/PDGFB protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053004	HBEGF/PFKFB2 protein amount ratio in blood	OBA:2051985		OBA:2052261		HBEGF/PFKFB2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053005	HBEGF/PLXNA4 protein amount ratio in blood	OBA:2051985		OBA:2052142		HBEGF/PLXNA4 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053006	HBEGF/SDC4 protein amount ratio in blood	OBA:2051985		OBA:2052700		HBEGF/SDC4 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053007	HBEGF/WWP2 protein amount ratio in blood	OBA:2051985		OBA:2052726		HBEGF/WWP2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053008	HBEGF/YES1 protein amount ratio in blood	OBA:2051985		OBA:2052729		HBEGF/YES1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053009	HBQ1/HMBS protein amount ratio in blood	OBA:2051986		OBA:2051991		HBQ1/HMBS protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053010	HCLS1/LAT protein amount ratio in blood	OBA:2051987		OBA:2052501		HCLS1/LAT protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053011	HCLS1/PRDX5 protein amount ratio in blood	OBA:2051987		OBA:2052730		HCLS1/PRDX5 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053012	HCLS1/TMSB10 protein amount ratio in blood	OBA:2051987		OBA:2052005		HCLS1/TMSB10 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053013	HCLS1/TRIAP1 protein amount ratio in blood	OBA:2051987		OBA:2052715		HCLS1/TRIAP1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053014	HEXIM1/IKBKG protein amount ratio in blood	OBA:2051988		OBA:2052357		HEXIM1/IKBKG protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053015	HEXIM1/IPCEF1 protein amount ratio in blood	OBA:2051988		OBA:2052348		HEXIM1/IPCEF1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053016	HEXIM1/MAVS protein amount ratio in blood	OBA:2051988		OBA:2052239		HEXIM1/MAVS protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053017	HEXIM1/NT5C3A protein amount ratio in blood	OBA:2051988		OBA:2052557		HEXIM1/NT5C3A protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053018	HEXIM1/NUB1 protein amount ratio in blood	OBA:2051988		OBA:2052560		HEXIM1/NUB1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053019	HEXIM1/SRPK2 protein amount ratio in blood	OBA:2051988		OBA:2052692		HEXIM1/SRPK2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053020	HEXIM1/STK11 protein amount ratio in blood	OBA:2051988		OBA:2052024		HEXIM1/STK11 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053021	HEXIM1/TARBP2 protein amount ratio in blood	OBA:2051988		OBA:2052033		HEXIM1/TARBP2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053022	HEXIM1/TBL1X protein amount ratio in blood	OBA:2051988		OBA:2052731		HEXIM1/TBL1X protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053023	HEXIM1/TRIAP1 protein amount ratio in blood	OBA:2051988		OBA:2052715		HEXIM1/TRIAP1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053024	HGF/MMP8 protein amount ratio in blood	OBA:2051989		OBA:2052396		HGF/MMP8 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053025	HGF/MMP9 protein amount ratio in blood	OBA:2051989		OBA:2052397		HGF/MMP9 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053026	HGF/OSM protein amount ratio in blood	OBA:2051989		OBA:2052546		HGF/OSM protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053027	HGF/PDGFB protein amount ratio in blood	OBA:2051989		OBA:2052255		HGF/PDGFB protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053028	HGF/PLAUR protein amount ratio in blood	OBA:2051989		OBA:2052138		HGF/PLAUR protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053029	HGF/TNFSF14 protein amount ratio in blood	OBA:2051989		OBA:2052723		HGF/TNFSF14 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053030	HLAE/IL15 protein amount ratio in blood	OBA:2051990		OBA:2052358		HLAE/IL15 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053031	HLAE/LILRB1 protein amount ratio in blood	OBA:2051990		OBA:2052732		HLAE/LILRB1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053032	HMBS/PKLR protein amount ratio in blood	OBA:2051991		OBA:2052266		HMBS/PKLR protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053033	HMBS/PSMG3 protein amount ratio in blood	OBA:2051991		OBA:2052733		HMBS/PSMG3 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053034	HMBS/TGM2 protein amount ratio in blood	OBA:2051991		OBA:2052734		HMBS/TGM2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053035	TBC1D23/VASH1 protein amount ratio in blood	OBA:2051992		OBA:2051982		TBC1D23/VASH1 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053036	TBC1D23/VPS53 protein amount ratio in blood	OBA:2051992		OBA:2052735		TBC1D23/VPS53 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053037	TBC1D5/USP8 protein amount ratio in blood	OBA:2051993		OBA:2051981		TBC1D5/USP8 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053038	TBCB/TBCC protein amount ratio in blood	OBA:2051994		OBA:2051995		TBCB/TBCC protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053039	TBCC/TXLNA protein amount ratio in blood	OBA:2051995		OBA:2052736		TBCC/TXLNA protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053040	TBCC/WWP2 protein amount ratio in blood	OBA:2051995		OBA:2052726		TBCC/WWP2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053041	TCL1A/TNFRSF13C protein amount ratio in blood	OBA:2051996		OBA:2051973		TCL1A/TNFRSF13C protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053042	TDRKH/TST protein amount ratio in blood	OBA:2051997		OBA:2052737		TDRKH/TST protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053043	TFF1/TFF2 protein amount ratio in blood	OBA:2051998		OBA:2052738		TFF1/TFF2 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053044	TGFBI/VASN protein amount ratio in blood	OBA:2051999		OBA:2052714		TGFBI/VASN protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053045	TGFBR2/THBD protein amount ratio in blood	OBA:2052000		OBA:2052718		TGFBR2/THBD protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053046	TGFBR2/TNFRSF19 protein amount ratio in blood	OBA:2052000		OBA:2052739		TGFBR2/TNFRSF19 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053047	TGFBR2/TNFRSF1A protein amount ratio in blood	OBA:2052000		OBA:2051975		TGFBR2/TNFRSF1A protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053048	THY1/TNFRSF21 protein amount ratio in blood	OBA:2052001		OBA:2052740		THY1/TNFRSF21 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053049	TIA1/USP8 protein amount ratio in blood	OBA:2052002		OBA:2051981		TIA1/USP8 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
OBA:2053050	TIMP3/ZBTB16 protein amount ratio in blood	OBA:2052003		OBA:2052728		TIMP3/ZBTB16 protein level ratio in blood				PMID:38412862	https://orcid.org/0000-0001-6757-4744		
