defined_class	defined_class_name	entity	entity_name	location	location_name	orcid
OBA:2040176	troponin T, fast skeletal muscle protein isoform expression quality in fast skeletal muscle tissue	PR:000016510	troponin T, fast skeletal muscle	UBERON:0006908	fast muscle tissue	https://orcid.org/0000-0001-8314-2140
