defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	term
http://purl.obolibrary.org/obo/MP_0010879	decreased trabecular bone volume	http://purl.obolibrary.org/obo/UBERON_0002483	trabecular bone tissue	MP_0010879
