subject_id	predicate_id	object_id	match_type
VT:0001006	skos:exactMatch	OBA:VT0001006	HumanCurated
VT:0002447	skos:exactMatch	OBA:VT0002447	HumanCurated
VT:0010418	skos:exactMatch	OBA:VT0010418	HumanCurated
VT:0000715	skos:exactMatch	OBA:VT0000715	HumanCurated
VT:0003084	skos:exactMatch	OBA:VT0003084	HumanCurated
VT:0007010	skos:exactMatch	OBA:VT0007010	HumanCurated
VT:0001038	skos:exactMatch	OBA:VT0001038	HumanCurated
VT:0000716	skos:exactMatch	OBA:VT0000716	HumanCurated
VT:0004140	skos:exactMatch	OBA:VT0004140	HumanCurated
VT:0008190	skos:exactMatch	OBA:VT0008190	HumanCurated
VT:0000717	skos:exactMatch	OBA:VT0000717	HumanCurated
VT:0004939	skos:exactMatch	OBA:VT0004939	HumanCurated
VT:0004141	skos:exactMatch	OBA:VT0004141	HumanCurated
VT:0003690	skos:exactMatch	OBA:VT0003690	HumanCurated
VT:0008191	skos:exactMatch	OBA:VT0008191	HumanCurated
VT:0002429	skos:exactMatch	OBA:VT0002429	HumanCurated
VT:0008192	skos:exactMatch	OBA:VT0008192	HumanCurated
VT:0003691	skos:exactMatch	OBA:VT0003691	HumanCurated
VT:0002607	skos:exactMatch	OBA:VT0002607	HumanCurated
VT:0005218	skos:exactMatch	OBA:VT0005218	HumanCurated
VT:0010191	skos:exactMatch	OBA:VT0010191	HumanCurated
VT:0008193	skos:exactMatch	OBA:VT0008193	HumanCurated
VT:0004074	skos:exactMatch	OBA:VT0004074	HumanCurated
VT:0010464	skos:exactMatch	OBA:VT0010464	HumanCurated
VT:0004972	skos:exactMatch	OBA:VT0004972	HumanCurated
VT:0008200	skos:exactMatch	OBA:VT0008200	HumanCurated
VT:0004365	skos:exactMatch	OBA:VT0004365	HumanCurated
VT:0008194	skos:exactMatch	OBA:VT0008194	HumanCurated
VT:0004075	skos:exactMatch	OBA:VT0004075	HumanCurated
VT:0002579	skos:exactMatch	OBA:VT0002579	HumanCurated
VT:0008164	skos:exactMatch	OBA:VT0008164	HumanCurated
VT:0004366	skos:exactMatch	OBA:VT0004366	HumanCurated
VT:0002262	skos:exactMatch	OBA:VT0002262	HumanCurated
VT:0008165	skos:exactMatch	OBA:VT0008165	HumanCurated
VT:0002641	skos:exactMatch	OBA:VT0002641	HumanCurated
VT:0002619	skos:exactMatch	OBA:VT0002619	HumanCurated
VT:0008196	skos:exactMatch	OBA:VT0008196	HumanCurated
VT:0004367	skos:exactMatch	OBA:VT0004367	HumanCurated
VT:0004482	skos:exactMatch	OBA:VT0004482	HumanCurated
VT:0002440	skos:exactMatch	OBA:VT0002440	HumanCurated
VT:0008166	skos:exactMatch	OBA:VT0008166	HumanCurated
VT:0000481	skos:exactMatch	OBA:VT0000481	HumanCurated
VT:0002673	skos:exactMatch	OBA:VT0002673	HumanCurated
VT:0002441	skos:exactMatch	OBA:VT0002441	HumanCurated
VT:0000336	skos:exactMatch	OBA:VT0000336	HumanCurated
VT:0005089	skos:exactMatch	OBA:VT0005089	HumanCurated
VT:0008167	skos:exactMatch	OBA:VT0008167	HumanCurated
VT:0006385	skos:exactMatch	OBA:VT0006385	HumanCurated
VT:0002442	skos:exactMatch	OBA:VT0002442	HumanCurated
VT:0008351	skos:exactMatch	OBA:VT0008351	HumanCurated
VT:0004432	skos:exactMatch	OBA:VT0004432	HumanCurated
VT:0003634	skos:exactMatch	OBA:VT0003634	HumanCurated
VT:0008207	skos:exactMatch	OBA:VT0008207	HumanCurated
VT:0008208	skos:exactMatch	OBA:VT0008208	HumanCurated
VT:0004433	skos:exactMatch	OBA:VT0004433	HumanCurated
VT:0004434	skos:exactMatch	OBA:VT0004434	HumanCurated
VT:0001457	skos:exactMatch	OBA:VT0001457	HumanCurated
VT:0003656	skos:exactMatch	OBA:VT0003656	HumanCurated
VT:0008354	skos:exactMatch	OBA:VT0008354	HumanCurated
VT:0002400	skos:exactMatch	OBA:VT0002400	HumanCurated
VT:0003405	skos:exactMatch	OBA:VT0003405	HumanCurated
VT:0002784	skos:exactMatch	OBA:VT0002784	HumanCurated
VT:0010061	skos:exactMatch	OBA:VT0010061	HumanCurated
VT:0009919	skos:exactMatch	OBA:VT0009919	HumanCurated
VT:0002602	skos:exactMatch	OBA:VT0002602	HumanCurated
VT:0003562	skos:exactMatch	OBA:VT0003562	HumanCurated
VT:0000222	skos:exactMatch	OBA:VT0000222	HumanCurated
VT:0002785	skos:exactMatch	OBA:VT0002785	HumanCurated
VT:0003563	skos:exactMatch	OBA:VT0003563	HumanCurated
VT:0000223	skos:exactMatch	OBA:VT0000223	HumanCurated
VT:0005019	skos:exactMatch	OBA:VT0005019	HumanCurated
VT:0002786	skos:exactMatch	OBA:VT0002786	HumanCurated
VT:0008357	skos:exactMatch	OBA:VT0008357	HumanCurated
VT:0015026	skos:exactMatch	OBA:VT0015026	HumanCurated
VT:0000937	skos:exactMatch	OBA:VT0000937	HumanCurated
VT:0001541	skos:exactMatch	OBA:VT0001541	HumanCurated
VT:0000646	skos:exactMatch	OBA:VT0000646	HumanCurated
VT:0004438	skos:exactMatch	OBA:VT0004438	HumanCurated
VT:0005216	skos:exactMatch	OBA:VT0005216	HumanCurated
VT:0002983	skos:exactMatch	OBA:VT0002983	HumanCurated
VT:0002398	skos:exactMatch	OBA:VT0002398	HumanCurated
VT:0004293	skos:exactMatch	OBA:VT0004293	HumanCurated
VT:0005217	skos:exactMatch	OBA:VT0005217	HumanCurated
VT:0000939	skos:exactMatch	OBA:VT0000939	HumanCurated
VT:0008037	skos:exactMatch	OBA:VT0008037	HumanCurated
VT:0002462	skos:exactMatch	OBA:VT0002462	HumanCurated
VT:0003240	skos:exactMatch	OBA:VT0003240	HumanCurated
VT:0002463	skos:exactMatch	OBA:VT0002463	HumanCurated
VT:0004399	skos:exactMatch	OBA:VT0004399	HumanCurated
VT:0006055	skos:exactMatch	OBA:VT0006055	HumanCurated
VT:0004100	skos:exactMatch	OBA:VT0004100	HumanCurated
VT:0002464	skos:exactMatch	OBA:VT0002464	HumanCurated
VT:0001125	skos:exactMatch	OBA:VT0001125	HumanCurated
VT:0004101	skos:exactMatch	OBA:VT0004101	HumanCurated
VT:0002465	skos:exactMatch	OBA:VT0002465	HumanCurated
VT:0006057	skos:exactMatch	OBA:VT0006057	HumanCurated
VT:0003945	skos:exactMatch	OBA:VT0003945	HumanCurated
VT:0003243	skos:exactMatch	OBA:VT0003243	HumanCurated
VT:0005020	skos:exactMatch	OBA:VT0005020	HumanCurated
VT:0001923	skos:exactMatch	OBA:VT0001923	HumanCurated
VT:0004430	skos:exactMatch	OBA:VT0004430	HumanCurated
VT:0003244	skos:exactMatch	OBA:VT0003244	HumanCurated
VT:0008123	skos:exactMatch	OBA:VT0008123	HumanCurated
VT:0002422	skos:exactMatch	OBA:VT0002422	HumanCurated
VT:0005022	skos:exactMatch	OBA:VT0005022	HumanCurated
VT:0003308	skos:exactMatch	OBA:VT0003308	HumanCurated
VT:0004326	skos:exactMatch	OBA:VT0004326	HumanCurated
VT:0002423	skos:exactMatch	OBA:VT0002423	HumanCurated
VT:0005431	skos:exactMatch	OBA:VT0005431	HumanCurated
VT:0010084	skos:exactMatch	OBA:VT0010084	HumanCurated
VT:0008125	skos:exactMatch	OBA:VT0008125	HumanCurated
VT:0008361	skos:exactMatch	OBA:VT0008361	HumanCurated
VT:0002424	skos:exactMatch	OBA:VT0002424	HumanCurated
VT:0005432	skos:exactMatch	OBA:VT0005432	HumanCurated
VT:0010085	skos:exactMatch	OBA:VT0010085	HumanCurated
VT:0008400	skos:exactMatch	OBA:VT0008400	HumanCurated
VT:0005402	skos:exactMatch	OBA:VT0005402	HumanCurated
VT:0008401	skos:exactMatch	OBA:VT0008401	HumanCurated
VT:0001329	skos:exactMatch	OBA:VT0001329	HumanCurated
VT:0000045	skos:exactMatch	OBA:VT0000045	HumanCurated
VT:0010136	skos:exactMatch	OBA:VT0010136	HumanCurated
VT:0002458	skos:exactMatch	OBA:VT0002458	HumanCurated
VT:0003179	skos:exactMatch	OBA:VT0003179	HumanCurated
VT:0003626	skos:exactMatch	OBA:VT0003626	HumanCurated
VT:0000969	skos:exactMatch	OBA:VT0000969	HumanCurated
VT:0004393	skos:exactMatch	OBA:VT0004393	HumanCurated
VT:0008089	skos:exactMatch	OBA:VT0008089	HumanCurated
VT:0002459	skos:exactMatch	OBA:VT0002459	HumanCurated
VT:0004394	skos:exactMatch	OBA:VT0004394	HumanCurated
VT:0000166	skos:exactMatch	OBA:VT0000166	HumanCurated
VT:0000877	skos:exactMatch	OBA:VT0000877	HumanCurated
VT:0003825	skos:exactMatch	OBA:VT0003825	HumanCurated
VT:0000167	skos:exactMatch	OBA:VT0000167	HumanCurated
VT:0000878	skos:exactMatch	OBA:VT0000878	HumanCurated
VT:0008174	skos:exactMatch	OBA:VT0008174	HumanCurated
VT:0008349	skos:exactMatch	OBA:VT0008349	HumanCurated
VT:0004406	skos:exactMatch	OBA:VT0004406	HumanCurated
VT:0000606	skos:exactMatch	OBA:VT0000606	HumanCurated
VT:0000334	skos:exactMatch	OBA:VT0000334	HumanCurated
VT:0004087	skos:exactMatch	OBA:VT0004087	HumanCurated
VT:0000217	skos:exactMatch	OBA:VT0000217	HumanCurated
VT:0000607	skos:exactMatch	OBA:VT0000607	HumanCurated
VT:0002273	skos:exactMatch	OBA:VT0002273	HumanCurated
VT:0008176	skos:exactMatch	OBA:VT0008176	HumanCurated
VT:0008120	skos:exactMatch	OBA:VT0008120	HumanCurated
VT:0000953	skos:exactMatch	OBA:VT0000953	HumanCurated
VT:0008215	skos:exactMatch	OBA:VT0008215	HumanCurated
VT:0008185	skos:exactMatch	OBA:VT0008185	HumanCurated
VT:0002451	skos:exactMatch	OBA:VT0002451	HumanCurated
VT:0005240	skos:exactMatch	OBA:VT0005240	HumanCurated
VT:0002274	skos:exactMatch	OBA:VT0002274	HumanCurated
VT:0003339	skos:exactMatch	OBA:VT0003339	HumanCurated
VT:0004128	skos:exactMatch	OBA:VT0004128	HumanCurated
VT:0002275	skos:exactMatch	OBA:VT0002275	HumanCurated
VT:0008178	skos:exactMatch	OBA:VT0008178	HumanCurated
VT:0004098	skos:exactMatch	OBA:VT0004098	HumanCurated
VT:0009926	skos:exactMatch	OBA:VT0009926	HumanCurated
VT:0002655	skos:exactMatch	OBA:VT0002655	HumanCurated
VT:1000747	skos:exactMatch	OBA:VT1000747	HumanCurated
VT:0004138	skos:exactMatch	OBA:VT0004138	HumanCurated
VT:0008188	skos:exactMatch	OBA:VT0008188	HumanCurated
VT:0002181	skos:exactMatch	OBA:VT0002181	HumanCurated
VT:0005464	skos:exactMatch	OBA:VT0005464	HumanCurated
VT:0000965	skos:exactMatch	OBA:VT0000965	HumanCurated
VT:0008093	skos:exactMatch	OBA:VT0008093	HumanCurated
VT:1000748	skos:exactMatch	OBA:VT1000748	HumanCurated
VT:0002182	skos:exactMatch	OBA:VT0002182	HumanCurated
VT:0008085	skos:exactMatch	OBA:VT0008085	HumanCurated
VT:0000359	skos:exactMatch	OBA:VT0000359	HumanCurated
VT:0008251	skos:exactMatch	OBA:VT0008251	HumanCurated
VT:0005362	skos:exactMatch	OBA:VT0005362	HumanCurated
VT:0008252	skos:exactMatch	OBA:VT0008252	HumanCurated
VT:0008096	skos:exactMatch	OBA:VT0008096	HumanCurated
VT:0003009	skos:exactMatch	OBA:VT0003009	HumanCurated
VT:0005372	skos:exactMatch	OBA:VT0005372	HumanCurated
VT:0005490	skos:exactMatch	OBA:VT0005490	HumanCurated
VT:0002622	skos:exactMatch	OBA:VT0002622	HumanCurated
VT:0008114	skos:exactMatch	OBA:VT0008114	HumanCurated
VT:0001026	skos:exactMatch	OBA:VT0001026	HumanCurated
VT:0004400	skos:exactMatch	OBA:VT0004400	HumanCurated
VT:0002623	skos:exactMatch	OBA:VT0002623	HumanCurated
VT:0005061	skos:exactMatch	OBA:VT0005061	HumanCurated
VT:0008117	skos:exactMatch	OBA:VT0008117	HumanCurated
VT:0002414	skos:exactMatch	OBA:VT0002414	HumanCurated
VT:0002416	skos:exactMatch	OBA:VT0002416	HumanCurated
VT:0008171	skos:exactMatch	OBA:VT0008171	HumanCurated
VT:0008242	skos:exactMatch	OBA:VT0008242	HumanCurated
VT:0000121	skos:exactMatch	OBA:VT0000121	HumanCurated
VT:0008180	skos:exactMatch	OBA:VT0008180	HumanCurated
VT:0008119	skos:exactMatch	OBA:VT0008119	HumanCurated
VT:0000237	skos:exactMatch	OBA:VT0000237	HumanCurated
VT:0008752	skos:exactMatch	OBA:VT0008752	HumanCurated
VT:0008172	skos:exactMatch	OBA:VT0008172	HumanCurated
VT:0008048	skos:exactMatch	OBA:VT0008048	HumanCurated
VT:0009920	skos:exactMatch	OBA:VT0009920	HumanCurated
VT:0008244	skos:exactMatch	OBA:VT0008244	HumanCurated
VT:1000294	skos:exactMatch	OBA:VT1000294	HumanCurated
VT:0001930	skos:exactMatch	OBA:VT0001930	HumanCurated
VT:0005065	skos:exactMatch	OBA:VT0005065	HumanCurated
VT:0008182	skos:exactMatch	OBA:VT0008182	HumanCurated
VT:0000061	skos:exactMatch	OBA:VT0000061	HumanCurated
