subject_id	predicate_id	object_id	match_type
VT:1000733	skos:exactMatch	OBA:VT1000733	HumanCurated
VT:1000735	skos:exactMatch	OBA:VT1000735	HumanCurated
VT:1000740	skos:exactMatch	OBA:VT1000740	HumanCurated
VT:1000741	skos:exactMatch	OBA:VT1000741	HumanCurated
VT:1000742	skos:exactMatch	OBA:VT1000742	HumanCurated
VT:1000761	skos:exactMatch	OBA:VT1000761	HumanCurated
VT:1000764	skos:exactMatch	OBA:VT1000764	HumanCurated
VT:2000001	skos:exactMatch	OBA:VT2000001	HumanCurated
VT:2000002	skos:exactMatch	OBA:VT2000002	HumanCurated
VT:2000018	skos:exactMatch	OBA:VT2000018	HumanCurated
VT:3000001	skos:exactMatch	OBA:VT3000001	HumanCurated
VT:3000002	skos:exactMatch	OBA:VT3000002	HumanCurated
VT:3000004	skos:exactMatch	OBA:VT3000004	HumanCurated
VT:4000007	skos:exactMatch	OBA:VT4000007	HumanCurated
VT:0000000	skos:exactMatch	OBA:VT0000000	HumanCurated
VT:0000002	skos:exactMatch	OBA:VT0000002	HumanCurated
VT:0000003	skos:exactMatch	OBA:VT0000003	HumanCurated
VT:0000005	skos:exactMatch	OBA:VT0000005	HumanCurated
VT:0000006	skos:exactMatch	OBA:VT0000006	HumanCurated
VT:0000010	skos:exactMatch	OBA:VT0000010	HumanCurated
VT:0000012	skos:exactMatch	OBA:VT0000012	HumanCurated
VT:0000013	skos:exactMatch	OBA:VT0000013	HumanCurated
VT:0000017	skos:exactMatch	OBA:VT0000017	HumanCurated
VT:0000018	skos:exactMatch	OBA:VT0000018	HumanCurated
VT:0000019	skos:exactMatch	OBA:VT0000019	HumanCurated
VT:0000020	skos:exactMatch	OBA:VT0000020	HumanCurated
VT:0000022	skos:exactMatch	OBA:VT0000022	HumanCurated
VT:0000024	skos:exactMatch	OBA:VT0000024	HumanCurated
VT:0000025	skos:exactMatch	OBA:VT0000025	HumanCurated
VT:0000026	skos:exactMatch	OBA:VT0000026	HumanCurated
VT:0000027	skos:exactMatch	OBA:VT0000027	HumanCurated
VT:0000028	skos:exactMatch	OBA:VT0000028	HumanCurated
VT:0000029	skos:exactMatch	OBA:VT0000029	HumanCurated
VT:0000030	skos:exactMatch	OBA:VT0000030	HumanCurated
VT:0000031	skos:exactMatch	OBA:VT0000031	HumanCurated
VT:0000033	skos:exactMatch	OBA:VT0000033	HumanCurated
VT:0000034	skos:exactMatch	OBA:VT0000034	HumanCurated
VT:0000035	skos:exactMatch	OBA:VT0000035	HumanCurated
VT:0000036	skos:exactMatch	OBA:VT0000036	HumanCurated
VT:0000037	skos:exactMatch	OBA:VT0000037	HumanCurated
VT:0000038	skos:exactMatch	OBA:VT0000038	HumanCurated
VT:0000039	skos:exactMatch	OBA:VT0000039	HumanCurated
VT:0000040	skos:exactMatch	OBA:VT0000040	HumanCurated
VT:0000041	skos:exactMatch	OBA:VT0000041	HumanCurated
VT:0000042	skos:exactMatch	OBA:VT0000042	HumanCurated
VT:0000044	skos:exactMatch	OBA:VT0000044	HumanCurated
VT:0000046	skos:exactMatch	OBA:VT0000046	HumanCurated
VT:0000047	skos:exactMatch	OBA:VT0000047	HumanCurated
VT:0000048	skos:exactMatch	OBA:VT0000048	HumanCurated
VT:0000049	skos:exactMatch	OBA:VT0000049	HumanCurated
VT:0000051	skos:exactMatch	OBA:VT0000051	HumanCurated
VT:0000056	skos:exactMatch	OBA:VT0000056	HumanCurated
VT:0000057	skos:exactMatch	OBA:VT0000057	HumanCurated
VT:0000058	skos:exactMatch	OBA:VT0000058	HumanCurated
VT:0000059	skos:exactMatch	OBA:VT0000059	HumanCurated
VT:0000062	skos:exactMatch	OBA:VT0000062	HumanCurated
VT:0000063	skos:exactMatch	OBA:VT0000063	HumanCurated
VT:0000065	skos:exactMatch	OBA:VT0000065	HumanCurated
VT:0000067	skos:exactMatch	OBA:VT0000067	HumanCurated
VT:0000068	skos:exactMatch	OBA:VT0000068	HumanCurated
VT:0000069	skos:exactMatch	OBA:VT0000069	HumanCurated
VT:0000072	skos:exactMatch	OBA:VT0000072	HumanCurated
VT:0000074	skos:exactMatch	OBA:VT0000074	HumanCurated
VT:0000075	skos:exactMatch	OBA:VT0000075	HumanCurated
VT:0000076	skos:exactMatch	OBA:VT0000076	HumanCurated
VT:0000077	skos:exactMatch	OBA:VT0000077	HumanCurated
VT:0000078	skos:exactMatch	OBA:VT0000078	HumanCurated
VT:0000079	skos:exactMatch	OBA:VT0000079	HumanCurated
VT:0000080	skos:exactMatch	OBA:VT0000080	HumanCurated
VT:0000084	skos:exactMatch	OBA:VT0000084	HumanCurated
VT:0000085	skos:exactMatch	OBA:VT0000085	HumanCurated
VT:0000087	skos:exactMatch	OBA:VT0000087	HumanCurated
VT:0000098	skos:exactMatch	OBA:VT0000098	HumanCurated
VT:0000100	skos:exactMatch	OBA:VT0000100	HumanCurated
VT:0000102	skos:exactMatch	OBA:VT0000102	HumanCurated
VT:0000104	skos:exactMatch	OBA:VT0000104	HumanCurated
VT:0000106	skos:exactMatch	OBA:VT0000106	HumanCurated
VT:0000107	skos:exactMatch	OBA:VT0000107	HumanCurated
VT:0000109	skos:exactMatch	OBA:VT0000109	HumanCurated
VT:0000116	skos:exactMatch	OBA:VT0000116	HumanCurated
VT:0000119	skos:exactMatch	OBA:VT0000119	HumanCurated
VT:0000122	skos:exactMatch	OBA:VT0000122	HumanCurated
VT:0000124	skos:exactMatch	OBA:VT0000124	HumanCurated
VT:0000125	skos:exactMatch	OBA:VT0000125	HumanCurated
VT:0000126	skos:exactMatch	OBA:VT0000126	HumanCurated
VT:0000130	skos:exactMatch	OBA:VT0000130	HumanCurated
VT:0000131	skos:exactMatch	OBA:VT0000131	HumanCurated
VT:0000132	skos:exactMatch	OBA:VT0000132	HumanCurated
VT:0000133	skos:exactMatch	OBA:VT0000133	HumanCurated
VT:0000134	skos:exactMatch	OBA:VT0000134	HumanCurated
VT:0000135	skos:exactMatch	OBA:VT0000135	HumanCurated
VT:0000137	skos:exactMatch	OBA:VT0000137	HumanCurated
VT:0000138	skos:exactMatch	OBA:VT0000138	HumanCurated
VT:0000139	skos:exactMatch	OBA:VT0000139	HumanCurated
VT:0000140	skos:exactMatch	OBA:VT0000140	HumanCurated
VT:0000141	skos:exactMatch	OBA:VT0000141	HumanCurated
VT:0000142	skos:exactMatch	OBA:VT0000142	HumanCurated
VT:0000149	skos:exactMatch	OBA:VT0000149	HumanCurated
VT:0000150	skos:exactMatch	OBA:VT0000150	HumanCurated
VT:0000152	skos:exactMatch	OBA:VT0000152	HumanCurated
VT:0000157	skos:exactMatch	OBA:VT0000157	HumanCurated
VT:0000159	skos:exactMatch	OBA:VT0000159	HumanCurated
VT:0000163	skos:exactMatch	OBA:VT0000163	HumanCurated
VT:0000164	skos:exactMatch	OBA:VT0000164	HumanCurated
VT:0000165	skos:exactMatch	OBA:VT0000165	HumanCurated
VT:0000170	skos:exactMatch	OBA:VT0000170	HumanCurated
VT:0000171	skos:exactMatch	OBA:VT0000171	HumanCurated
VT:0000173	skos:exactMatch	OBA:VT0000173	HumanCurated
VT:0000174	skos:exactMatch	OBA:VT0000174	HumanCurated
VT:0000180	skos:exactMatch	OBA:VT0000180	HumanCurated
VT:0000181	skos:exactMatch	OBA:VT0000181	HumanCurated
VT:0000182	skos:exactMatch	OBA:VT0000182	HumanCurated
VT:0000183	skos:exactMatch	OBA:VT0000183	HumanCurated
VT:0000184	skos:exactMatch	OBA:VT0000184	HumanCurated
VT:0000187	skos:exactMatch	OBA:VT0000187	HumanCurated
VT:0000188	skos:exactMatch	OBA:VT0000188	HumanCurated
VT:0000190	skos:exactMatch	OBA:VT0000190	HumanCurated
VT:0000192	skos:exactMatch	OBA:VT0000192	HumanCurated
VT:0000197	skos:exactMatch	OBA:VT0000197	HumanCurated
VT:0000198	skos:exactMatch	OBA:VT0000198	HumanCurated
VT:0000202	skos:exactMatch	OBA:VT0000202	HumanCurated
VT:0000229	skos:exactMatch	OBA:VT0000229	HumanCurated
VT:0000240	skos:exactMatch	OBA:VT0000240	HumanCurated
VT:0000245	skos:exactMatch	OBA:VT0000245	HumanCurated
VT:0000248	skos:exactMatch	OBA:VT0000248	HumanCurated
VT:0000254	skos:exactMatch	OBA:VT0000254	HumanCurated
VT:0000259	skos:exactMatch	OBA:VT0000259	HumanCurated
VT:0000260	skos:exactMatch	OBA:VT0000260	HumanCurated
VT:0000266	skos:exactMatch	OBA:VT0000266	HumanCurated
VT:0000267	skos:exactMatch	OBA:VT0000267	HumanCurated
VT:0000268	skos:exactMatch	OBA:VT0000268	HumanCurated
VT:0000272	skos:exactMatch	OBA:VT0000272	HumanCurated
VT:0000277	skos:exactMatch	OBA:VT0000277	HumanCurated
VT:0000285	skos:exactMatch	OBA:VT0000285	HumanCurated
VT:0000288	skos:exactMatch	OBA:VT0000288	HumanCurated
VT:0000315	skos:exactMatch	OBA:VT0000315	HumanCurated
VT:0000319	skos:exactMatch	OBA:VT0000319	HumanCurated
VT:0000340	skos:exactMatch	OBA:VT0000340	HumanCurated
VT:0000341	skos:exactMatch	OBA:VT0000341	HumanCurated
VT:0000353	skos:exactMatch	OBA:VT0000353	HumanCurated
VT:0000357	skos:exactMatch	OBA:VT0000357	HumanCurated
VT:0000367	skos:exactMatch	OBA:VT0000367	HumanCurated
VT:0000379	skos:exactMatch	OBA:VT0000379	HumanCurated
VT:0000383	skos:exactMatch	OBA:VT0000383	HumanCurated
VT:0000384	skos:exactMatch	OBA:VT0000384	HumanCurated
VT:0000385	skos:exactMatch	OBA:VT0000385	HumanCurated
VT:0000413	skos:exactMatch	OBA:VT0000413	HumanCurated
VT:0000416	skos:exactMatch	OBA:VT0000416	HumanCurated
VT:0000417	skos:exactMatch	OBA:VT0000417	HumanCurated
VT:0000424	skos:exactMatch	OBA:VT0000424	HumanCurated
VT:0000427	skos:exactMatch	OBA:VT0000427	HumanCurated
VT:0000430	skos:exactMatch	OBA:VT0000430	HumanCurated
VT:0000431	skos:exactMatch	OBA:VT0000431	HumanCurated
VT:0000432	skos:exactMatch	OBA:VT0000432	HumanCurated
VT:0000438	skos:exactMatch	OBA:VT0000438	HumanCurated
VT:0000443	skos:exactMatch	OBA:VT0000443	HumanCurated
VT:0000444	skos:exactMatch	OBA:VT0000444	HumanCurated
VT:0000446	skos:exactMatch	OBA:VT0000446	HumanCurated
VT:0000449	skos:exactMatch	OBA:VT0000449	HumanCurated
VT:0000452	skos:exactMatch	OBA:VT0000452	HumanCurated
VT:0000454	skos:exactMatch	OBA:VT0000454	HumanCurated
VT:0000455	skos:exactMatch	OBA:VT0000455	HumanCurated
VT:0000458	skos:exactMatch	OBA:VT0000458	HumanCurated
VT:0000461	skos:exactMatch	OBA:VT0000461	HumanCurated
VT:0000462	skos:exactMatch	OBA:VT0000462	HumanCurated
VT:0000467	skos:exactMatch	OBA:VT0000467	HumanCurated
VT:0000468	skos:exactMatch	OBA:VT0000468	HumanCurated
VT:0000469	skos:exactMatch	OBA:VT0000469	HumanCurated
VT:0000470	skos:exactMatch	OBA:VT0000470	HumanCurated
VT:0000471	skos:exactMatch	OBA:VT0000471	HumanCurated
VT:0000472	skos:exactMatch	OBA:VT0000472	HumanCurated
VT:0000473	skos:exactMatch	OBA:VT0000473	HumanCurated
VT:0000474	skos:exactMatch	OBA:VT0000474	HumanCurated
VT:0000477	skos:exactMatch	OBA:VT0000477	HumanCurated
VT:0000482	skos:exactMatch	OBA:VT0000482	HumanCurated
VT:0000484	skos:exactMatch	OBA:VT0000484	HumanCurated
VT:0000488	skos:exactMatch	OBA:VT0000488	HumanCurated
VT:0000489	skos:exactMatch	OBA:VT0000489	HumanCurated
VT:0000490	skos:exactMatch	OBA:VT0000490	HumanCurated
VT:0000492	skos:exactMatch	OBA:VT0000492	HumanCurated
VT:0000494	skos:exactMatch	OBA:VT0000494	HumanCurated
VT:0000495	skos:exactMatch	OBA:VT0000495	HumanCurated
VT:0000496	skos:exactMatch	OBA:VT0000496	HumanCurated
VT:0000497	skos:exactMatch	OBA:VT0000497	HumanCurated
VT:0000511	skos:exactMatch	OBA:VT0000511	HumanCurated
VT:0000516	skos:exactMatch	OBA:VT0000516	HumanCurated
VT:0000521	skos:exactMatch	OBA:VT0000521	HumanCurated
VT:0000524	skos:exactMatch	OBA:VT0000524	HumanCurated
VT:0000526	skos:exactMatch	OBA:VT0000526	HumanCurated
VT:0000527	skos:exactMatch	OBA:VT0000527	HumanCurated
VT:0000530	skos:exactMatch	OBA:VT0000530	HumanCurated
VT:0000534	skos:exactMatch	OBA:VT0000534	HumanCurated
VT:0000537	skos:exactMatch	OBA:VT0000537	HumanCurated
VT:0000538	skos:exactMatch	OBA:VT0000538	HumanCurated
VT:0000539	skos:exactMatch	OBA:VT0000539	HumanCurated
VT:0000541	skos:exactMatch	OBA:VT0000541	HumanCurated
VT:0000544	skos:exactMatch	OBA:VT0000544	HumanCurated
VT:0000548	skos:exactMatch	OBA:VT0000548	HumanCurated
VT:0000550	skos:exactMatch	OBA:VT0000550	HumanCurated
VT:0000552	skos:exactMatch	OBA:VT0000552	HumanCurated
VT:0000554	skos:exactMatch	OBA:VT0000554	HumanCurated
VT:0000556	skos:exactMatch	OBA:VT0000556	HumanCurated
VT:0000558	skos:exactMatch	OBA:VT0000558	HumanCurated
VT:0000559	skos:exactMatch	OBA:VT0000559	HumanCurated
VT:0000572	skos:exactMatch	OBA:VT0000572	HumanCurated
VT:0000573	skos:exactMatch	OBA:VT0000573	HumanCurated
VT:0000574	skos:exactMatch	OBA:VT0000574	HumanCurated
VT:0000579	skos:exactMatch	OBA:VT0000579	HumanCurated
VT:0000580	skos:exactMatch	OBA:VT0000580	HumanCurated
VT:0000583	skos:exactMatch	OBA:VT0000583	HumanCurated
VT:0000588	skos:exactMatch	OBA:VT0000588	HumanCurated
VT:0000596	skos:exactMatch	OBA:VT0000596	HumanCurated
VT:0000598	skos:exactMatch	OBA:VT0000598	HumanCurated
VT:0000599	skos:exactMatch	OBA:VT0000599	HumanCurated
VT:0000602	skos:exactMatch	OBA:VT0000602	HumanCurated
VT:0000603	skos:exactMatch	OBA:VT0000603	HumanCurated
VT:0000609	skos:exactMatch	OBA:VT0000609	HumanCurated
VT:0000613	skos:exactMatch	OBA:VT0000613	HumanCurated
VT:0000615	skos:exactMatch	OBA:VT0000615	HumanCurated
VT:0000620	skos:exactMatch	OBA:VT0000620	HumanCurated
VT:0000623	skos:exactMatch	OBA:VT0000623	HumanCurated
VT:0000627	skos:exactMatch	OBA:VT0000627	HumanCurated
VT:0000628	skos:exactMatch	OBA:VT0000628	HumanCurated
VT:0000631	skos:exactMatch	OBA:VT0000631	HumanCurated
VT:0000632	skos:exactMatch	OBA:VT0000632	HumanCurated
VT:0000633	skos:exactMatch	OBA:VT0000633	HumanCurated
VT:0000639	skos:exactMatch	OBA:VT0000639	HumanCurated
VT:0000643	skos:exactMatch	OBA:VT0000643	HumanCurated
VT:0000647	skos:exactMatch	OBA:VT0000647	HumanCurated
VT:0000652	skos:exactMatch	OBA:VT0000652	HumanCurated
VT:0000653	skos:exactMatch	OBA:VT0000653	HumanCurated
VT:0000655	skos:exactMatch	OBA:VT0000655	HumanCurated
VT:0000659	skos:exactMatch	OBA:VT0000659	HumanCurated
VT:0000660	skos:exactMatch	OBA:VT0000660	HumanCurated
VT:0000661	skos:exactMatch	OBA:VT0000661	HumanCurated
VT:0000666	skos:exactMatch	OBA:VT0000666	HumanCurated
VT:0000674	skos:exactMatch	OBA:VT0000674	HumanCurated
VT:0000678	skos:exactMatch	OBA:VT0000678	HumanCurated
VT:0000681	skos:exactMatch	OBA:VT0000681	HumanCurated
VT:0000685	skos:exactMatch	OBA:VT0000685	HumanCurated
VT:0000689	skos:exactMatch	OBA:VT0000689	HumanCurated
VT:0000696	skos:exactMatch	OBA:VT0000696	HumanCurated
VT:0000700	skos:exactMatch	OBA:VT0000700	HumanCurated
VT:0000701	skos:exactMatch	OBA:VT0000701	HumanCurated
VT:0000703	skos:exactMatch	OBA:VT0000703	HumanCurated
VT:0000704	skos:exactMatch	OBA:VT0000704	HumanCurated
VT:0000712	skos:exactMatch	OBA:VT0000712	HumanCurated
VT:0000737	skos:exactMatch	OBA:VT0000737	HumanCurated
VT:0000740	skos:exactMatch	OBA:VT0000740	HumanCurated
VT:0000741	skos:exactMatch	OBA:VT0000741	HumanCurated
VT:0000742	skos:exactMatch	OBA:VT0000742	HumanCurated
VT:0000759	skos:exactMatch	OBA:VT0000759	HumanCurated
VT:0000761	skos:exactMatch	OBA:VT0000761	HumanCurated
VT:0000762	skos:exactMatch	OBA:VT0000762	HumanCurated
VT:0000763	skos:exactMatch	OBA:VT0000763	HumanCurated
VT:0000764	skos:exactMatch	OBA:VT0000764	HumanCurated
VT:0000765	skos:exactMatch	OBA:VT0000765	HumanCurated
VT:0000767	skos:exactMatch	OBA:VT0000767	HumanCurated
VT:0000768	skos:exactMatch	OBA:VT0000768	HumanCurated
VT:0000771	skos:exactMatch	OBA:VT0000771	HumanCurated
VT:0000776	skos:exactMatch	OBA:VT0000776	HumanCurated
VT:0000777	skos:exactMatch	OBA:VT0000777	HumanCurated
VT:0000778	skos:exactMatch	OBA:VT0000778	HumanCurated
VT:0000779	skos:exactMatch	OBA:VT0000779	HumanCurated
VT:0000780	skos:exactMatch	OBA:VT0000780	HumanCurated
VT:0000781	skos:exactMatch	OBA:VT0000781	HumanCurated
VT:0000783	skos:exactMatch	OBA:VT0000783	HumanCurated
VT:0000787	skos:exactMatch	OBA:VT0000787	HumanCurated
VT:0000788	skos:exactMatch	OBA:VT0000788	HumanCurated
VT:0000789	skos:exactMatch	OBA:VT0000789	HumanCurated
VT:0000791	skos:exactMatch	OBA:VT0000791	HumanCurated
VT:0000792	skos:exactMatch	OBA:VT0000792	HumanCurated
VT:0000794	skos:exactMatch	OBA:VT0000794	HumanCurated
VT:0000795	skos:exactMatch	OBA:VT0000795	HumanCurated
VT:0000796	skos:exactMatch	OBA:VT0000796	HumanCurated
VT:0000797	skos:exactMatch	OBA:VT0000797	HumanCurated
VT:0000798	skos:exactMatch	OBA:VT0000798	HumanCurated
VT:0000799	skos:exactMatch	OBA:VT0000799	HumanCurated
VT:0000800	skos:exactMatch	OBA:VT0000800	HumanCurated
VT:0000801	skos:exactMatch	OBA:VT0000801	HumanCurated
VT:0000802	skos:exactMatch	OBA:VT0000802	HumanCurated
VT:0000803	skos:exactMatch	OBA:VT0000803	HumanCurated
VT:0000804	skos:exactMatch	OBA:VT0000804	HumanCurated
VT:0000805	skos:exactMatch	OBA:VT0000805	HumanCurated
VT:0000807	skos:exactMatch	OBA:VT0000807	HumanCurated
VT:0000808	skos:exactMatch	OBA:VT0000808	HumanCurated
VT:0000812	skos:exactMatch	OBA:VT0000812	HumanCurated
VT:0000813	skos:exactMatch	OBA:VT0000813	HumanCurated
VT:0000815	skos:exactMatch	OBA:VT0000815	HumanCurated
VT:0000818	skos:exactMatch	OBA:VT0000818	HumanCurated
VT:0000819	skos:exactMatch	OBA:VT0000819	HumanCurated
VT:0000820	skos:exactMatch	OBA:VT0000820	HumanCurated
VT:0000822	skos:exactMatch	OBA:VT0000822	HumanCurated
VT:0000823	skos:exactMatch	OBA:VT0000823	HumanCurated
VT:0000825	skos:exactMatch	OBA:VT0000825	HumanCurated
VT:0000826	skos:exactMatch	OBA:VT0000826	HumanCurated
VT:0000827	skos:exactMatch	OBA:VT0000827	HumanCurated
VT:0000828	skos:exactMatch	OBA:VT0000828	HumanCurated
VT:0000829	skos:exactMatch	OBA:VT0000829	HumanCurated
VT:0000830	skos:exactMatch	OBA:VT0000830	HumanCurated
VT:0000832	skos:exactMatch	OBA:VT0000832	HumanCurated
VT:0000834	skos:exactMatch	OBA:VT0000834	HumanCurated
VT:0000835	skos:exactMatch	OBA:VT0000835	HumanCurated
VT:0000836	skos:exactMatch	OBA:VT0000836	HumanCurated
VT:0000837	skos:exactMatch	OBA:VT0000837	HumanCurated
VT:0000840	skos:exactMatch	OBA:VT0000840	HumanCurated
VT:0000841	skos:exactMatch	OBA:VT0000841	HumanCurated
VT:0000842	skos:exactMatch	OBA:VT0000842	HumanCurated
VT:0000844	skos:exactMatch	OBA:VT0000844	HumanCurated
VT:0000846	skos:exactMatch	OBA:VT0000846	HumanCurated
VT:0000847	skos:exactMatch	OBA:VT0000847	HumanCurated
VT:0000848	skos:exactMatch	OBA:VT0000848	HumanCurated
VT:0000849	skos:exactMatch	OBA:VT0000849	HumanCurated
VT:0000852	skos:exactMatch	OBA:VT0000852	HumanCurated
VT:0000854	skos:exactMatch	OBA:VT0000854	HumanCurated
VT:0000856	skos:exactMatch	OBA:VT0000856	HumanCurated
VT:0000859	skos:exactMatch	OBA:VT0000859	HumanCurated
VT:0000860	skos:exactMatch	OBA:VT0000860	HumanCurated
VT:0000863	skos:exactMatch	OBA:VT0000863	HumanCurated
VT:0000864	skos:exactMatch	OBA:VT0000864	HumanCurated
VT:0000865	skos:exactMatch	OBA:VT0000865	HumanCurated
VT:0000867	skos:exactMatch	OBA:VT0000867	HumanCurated
VT:0000868	skos:exactMatch	OBA:VT0000868	HumanCurated
VT:0000869	skos:exactMatch	OBA:VT0000869	HumanCurated
VT:0000870	skos:exactMatch	OBA:VT0000870	HumanCurated
VT:0000871	skos:exactMatch	OBA:VT0000871	HumanCurated
VT:0000872	skos:exactMatch	OBA:VT0000872	HumanCurated
VT:0000873	skos:exactMatch	OBA:VT0000873	HumanCurated
VT:0000875	skos:exactMatch	OBA:VT0000875	HumanCurated
VT:0000886	skos:exactMatch	OBA:VT0000886	HumanCurated
VT:0000889	skos:exactMatch	OBA:VT0000889	HumanCurated
VT:0000890	skos:exactMatch	OBA:VT0000890	HumanCurated
VT:0000897	skos:exactMatch	OBA:VT0000897	HumanCurated
VT:0000899	skos:exactMatch	OBA:VT0000899	HumanCurated
VT:0000900	skos:exactMatch	OBA:VT0000900	HumanCurated
VT:0000901	skos:exactMatch	OBA:VT0000901	HumanCurated
VT:0000904	skos:exactMatch	OBA:VT0000904	HumanCurated
VT:0000905	skos:exactMatch	OBA:VT0000905	HumanCurated
VT:0000906	skos:exactMatch	OBA:VT0000906	HumanCurated
VT:0000907	skos:exactMatch	OBA:VT0000907	HumanCurated
VT:0000909	skos:exactMatch	OBA:VT0000909	HumanCurated
VT:0000910	skos:exactMatch	OBA:VT0000910	HumanCurated
VT:0000911	skos:exactMatch	OBA:VT0000911	HumanCurated
VT:0000912	skos:exactMatch	OBA:VT0000912	HumanCurated
VT:0000913	skos:exactMatch	OBA:VT0000913	HumanCurated
VT:0000920	skos:exactMatch	OBA:VT0000920	HumanCurated
VT:0000923	skos:exactMatch	OBA:VT0000923	HumanCurated
VT:0000925	skos:exactMatch	OBA:VT0000925	HumanCurated
VT:0000927	skos:exactMatch	OBA:VT0000927	HumanCurated
VT:0000933	skos:exactMatch	OBA:VT0000933	HumanCurated
VT:0000934	skos:exactMatch	OBA:VT0000934	HumanCurated
VT:0000936	skos:exactMatch	OBA:VT0000936	HumanCurated
VT:0000955	skos:exactMatch	OBA:VT0000955	HumanCurated
VT:0000959	skos:exactMatch	OBA:VT0000959	HumanCurated
VT:0000960	skos:exactMatch	OBA:VT0000960	HumanCurated
VT:0000961	skos:exactMatch	OBA:VT0000961	HumanCurated
VT:0000964	skos:exactMatch	OBA:VT0000964	HumanCurated
VT:0000971	skos:exactMatch	OBA:VT0000971	HumanCurated
VT:0000972	skos:exactMatch	OBA:VT0000972	HumanCurated
VT:0000982	skos:exactMatch	OBA:VT0000982	HumanCurated
VT:0000983	skos:exactMatch	OBA:VT0000983	HumanCurated
VT:0000985	skos:exactMatch	OBA:VT0000985	HumanCurated
VT:0000986	skos:exactMatch	OBA:VT0000986	HumanCurated
VT:0000988	skos:exactMatch	OBA:VT0000988	HumanCurated
VT:0000989	skos:exactMatch	OBA:VT0000989	HumanCurated
VT:0000991	skos:exactMatch	OBA:VT0000991	HumanCurated
VT:0000992	skos:exactMatch	OBA:VT0000992	HumanCurated
VT:0000994	skos:exactMatch	OBA:VT0000994	HumanCurated
VT:0000995	skos:exactMatch	OBA:VT0000995	HumanCurated
VT:0000997	skos:exactMatch	OBA:VT0000997	HumanCurated
VT:0000999	skos:exactMatch	OBA:VT0000999	HumanCurated
VT:0001001	skos:exactMatch	OBA:VT0001001	HumanCurated
VT:0001002	skos:exactMatch	OBA:VT0001002	HumanCurated
VT:0001007	skos:exactMatch	OBA:VT0001007	HumanCurated
VT:0001008	skos:exactMatch	OBA:VT0001008	HumanCurated
VT:0001011	skos:exactMatch	OBA:VT0001011	HumanCurated
VT:0001013	skos:exactMatch	OBA:VT0001013	HumanCurated
VT:0001016	skos:exactMatch	OBA:VT0001016	HumanCurated
VT:0001017	skos:exactMatch	OBA:VT0001017	HumanCurated
VT:0001019	skos:exactMatch	OBA:VT0001019	HumanCurated
VT:0001020	skos:exactMatch	OBA:VT0001020	HumanCurated
VT:0001022	skos:exactMatch	OBA:VT0001022	HumanCurated
VT:0001023	skos:exactMatch	OBA:VT0001023	HumanCurated
VT:0001033	skos:exactMatch	OBA:VT0001033	HumanCurated
VT:0001034	skos:exactMatch	OBA:VT0001034	HumanCurated
VT:0001035	skos:exactMatch	OBA:VT0001035	HumanCurated
VT:0001036	skos:exactMatch	OBA:VT0001036	HumanCurated
VT:0001044	skos:exactMatch	OBA:VT0001044	HumanCurated
VT:0001045	skos:exactMatch	OBA:VT0001045	HumanCurated
VT:0001051	skos:exactMatch	OBA:VT0001051	HumanCurated
VT:0001053	skos:exactMatch	OBA:VT0001053	HumanCurated
VT:0001056	skos:exactMatch	OBA:VT0001056	HumanCurated
VT:0001059	skos:exactMatch	OBA:VT0001059	HumanCurated
VT:0001061	skos:exactMatch	OBA:VT0001061	HumanCurated
VT:0001062	skos:exactMatch	OBA:VT0001062	HumanCurated
VT:0001063	skos:exactMatch	OBA:VT0001063	HumanCurated
VT:0001064	skos:exactMatch	OBA:VT0001064	HumanCurated
VT:0001065	skos:exactMatch	OBA:VT0001065	HumanCurated
VT:0001067	skos:exactMatch	OBA:VT0001067	HumanCurated
VT:0001070	skos:exactMatch	OBA:VT0001070	HumanCurated
VT:0001071	skos:exactMatch	OBA:VT0001071	HumanCurated
VT:0001072	skos:exactMatch	OBA:VT0001072	HumanCurated
VT:0001073	skos:exactMatch	OBA:VT0001073	HumanCurated
VT:0001074	skos:exactMatch	OBA:VT0001074	HumanCurated
VT:0001075	skos:exactMatch	OBA:VT0001075	HumanCurated
VT:0001076	skos:exactMatch	OBA:VT0001076	HumanCurated
VT:0001077	skos:exactMatch	OBA:VT0001077	HumanCurated
VT:0001078	skos:exactMatch	OBA:VT0001078	HumanCurated
VT:0001081	skos:exactMatch	OBA:VT0001081	HumanCurated
VT:0001082	skos:exactMatch	OBA:VT0001082	HumanCurated
VT:0001083	skos:exactMatch	OBA:VT0001083	HumanCurated
VT:0001084	skos:exactMatch	OBA:VT0001084	HumanCurated
VT:0001085	skos:exactMatch	OBA:VT0001085	HumanCurated
VT:0001087	skos:exactMatch	OBA:VT0001087	HumanCurated
VT:0001088	skos:exactMatch	OBA:VT0001088	HumanCurated
VT:0001092	skos:exactMatch	OBA:VT0001092	HumanCurated
VT:0001095	skos:exactMatch	OBA:VT0001095	HumanCurated
VT:0001096	skos:exactMatch	OBA:VT0001096	HumanCurated
VT:0001097	skos:exactMatch	OBA:VT0001097	HumanCurated
VT:0001098	skos:exactMatch	OBA:VT0001098	HumanCurated
VT:0001100	skos:exactMatch	OBA:VT0001100	HumanCurated
VT:0001101	skos:exactMatch	OBA:VT0001101	HumanCurated
VT:0001102	skos:exactMatch	OBA:VT0001102	HumanCurated
