predicate_id	object_id	object_label	object_source	confidence	match_string	is_longest_match	matches_whole_text	match_type	info	object_aliases	subject_start	subject_end	subject_label	subject_source	subject_text_id
None	PR:000007190	endoplasmic reticulum resident protein 29	None	None	None	None	True	None	None		1	41	endoplasmic reticulum resident protein 29	None	None
None	PR:000007190	endoplasmic reticulum resident protein 29	None	None	None	None	True	None	None		1	41	endoplasmic reticulum resident protein 29	None	None
None	PR:000014867	sialic acid-binding Ig-like lectin 14	None	None	None	None	True	None	None		1	37	sialic acid-binding ig-like lectin 14	None	None
None	PR:000014867	sialic acid-binding Ig-like lectin 14	None	None	None	None	True	None	None		1	37	sialic acid-binding ig-like lectin 14	None	None
None	PR:000001965	tumor necrosis factor receptor superfamily member 9	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 9	None	None
None	PR:000001965	tumor necrosis factor receptor superfamily member 9	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 9	None	None
None	PR:000001929	sialic acid-binding Ig-like lectin 7	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 7	None	None
None	PR:000001929	sialic acid-binding Ig-like lectin 7	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 7	None	None
None	PR:000007121	ephrin type-A receptor 10	None	None	None	None	True	None	None		1	25	ephrin type-a receptor 10	None	None
None	PR:000007121	ephrin type-A receptor 10	None	None	None	None	True	None	None		1	25	ephrin type-a receptor 10	None	None
None	PR:000013365	proteasome subunit alpha type-6	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-6	None	None
None	PR:000013365	proteasome subunit alpha type-6	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-6	None	None
None	PR:000006879	extracellular matrix protein 1	None	None	None	None	True	None	None		1	30	extracellular matrix protein 1	None	None
None	PR:000006879	extracellular matrix protein 1	None	None	None	None	True	None	None		1	30	extracellular matrix protein 1	None	None
None	GO:0005577	fibrinogen complex	None	None	None	None	True	None	None		1	10	fibrinogen	None	None
None	PR:000016487	tumor necrosis factor ligand superfamily member 12	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 12	None	None
None	PR:000016487	tumor necrosis factor ligand superfamily member 12	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 12	None	None
None	PR:000007133	ephrin type-B receptor 6	None	None	None	None	True	None	None		1	24	ephrin type-b receptor 6	None	None
None	PR:000007133	ephrin type-B receptor 6	None	None	None	None	True	None	None		1	24	ephrin type-b receptor 6	None	None
None	PR:000011634	oxidized low-density lipoprotein receptor 1	None	None	None	None	True	None	None		1	35	lectin-like oxidized ldl receptor 1	None	None
None	PR:000013389	26S proteasome non-ATPase regulatory subunit 7	None	None	None	None	True	None	None		1	46	26s proteasome non-atpase regulatory subunit 7	None	None
None	PR:000013389	26S proteasome non-ATPase regulatory subunit 7	None	None	None	None	True	None	None		1	46	26s proteasome non-atpase regulatory subunit 7	None	None
None	PR:000014472	ribosome maturation protein SBDS	None	None	None	None	True	None	None		1	32	ribosome maturation protein sbds	None	None
None	PR:000014472	ribosome maturation protein SBDS	None	None	None	None	True	None	None		1	32	ribosome maturation protein sbds	None	None
None	PR:000014494	lysosome membrane protein 2	None	None	None	None	True	None	None		1	27	lysosome membrane protein 2	None	None
None	PR:000014494	lysosome membrane protein 2	None	None	None	None	True	None	None		1	27	lysosome membrane protein 2	None	None
None	PR:000014494	lysosome membrane protein 2	None	None	None	None	True	None	None		1	27	lysosome membrane protein 2	None	None
None	PR:000014494	lysosome membrane protein 2	None	None	None	None	True	None	None		1	27	lysosome membrane protein 2	None	None
None	PR:000001960	tumor necrosis factor receptor superfamily member 4	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 4	None	None
None	PR:000001960	tumor necrosis factor receptor superfamily member 4	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 4	None	None
None	PR:000001954	tumor necrosis factor receptor superfamily member 11A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11a	None	None
None	PR:000001954	tumor necrosis factor receptor superfamily member 11A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11a	None	None
None	PR:000002223	tumor necrosis factor ligand superfamily member 15	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 15	None	None
None	PR:000002223	tumor necrosis factor ligand superfamily member 15	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 15	None	None
None	PR:000009951	limbic system-associated membrane protein	None	None	None	None	True	None	None		1	41	limbic system-associated membrane protein	None	None
None	PR:000009951	limbic system-associated membrane protein	None	None	None	None	True	None	None		1	41	limbic system-associated membrane protein	None	None
None	PR:000015591	spectrin alpha chain, non-erythrocytic 1	None	None	None	None	True	None	None		1	40	spectrin alpha chain, non-erythrocytic 1	None	None
None	PR:000015591	spectrin alpha chain, non-erythrocytic 1	None	None	None	None	True	None	None		1	40	spectrin alpha chain, non-erythrocytic 1	None	None
None	PR:000007303	coagulation factor IX	None	None	None	None	True	None	None		1	21	coagulation factor ix	None	None
None	PR:000007303	coagulation factor IX	None	None	None	None	True	None	None		1	21	coagulation factor ix	None	None
None	PR:000009433	importin subunit alpha-1	None	None	None	None	True	None	None		1	24	importin subunit alpha-1	None	None
None	PR:000009433	importin subunit alpha-1	None	None	None	None	True	None	None		1	24	importin subunit alpha-1	None	None
None	PR:000001406	tumor necrosis factor receptor superfamily member 17	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 17	None	None
None	PR:000001406	tumor necrosis factor receptor superfamily member 17	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 17	None	None
None	PR:000001544	programmed cell death 1 ligand 2	None	None	None	None	True	None	None		1	32	programmed cell death 1 ligand 2	None	None
None	PR:000001544	programmed cell death 1 ligand 2	None	None	None	None	True	None	None		1	32	programmed cell death 1 ligand 2	None	None
None	PR:000001829	OX-2 membrane glycoprotein	None	None	None	None	True	None	None		1	26	ox-2 membrane glycoprotein	None	None
None	PR:000001829	OX-2 membrane glycoprotein	None	None	None	None	True	None	None		1	26	ox-2 membrane glycoprotein	None	None
None	PR:000002108	tumor necrosis factor receptor superfamily member 10A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 10a	None	None
None	PR:000002108	tumor necrosis factor receptor superfamily member 10A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 10a	None	None
None	PR:000010372	membrane frizzled-related protein	None	None	None	None	True	None	None		1	33	membrane frizzled-related protein	None	None
None	PR:000010372	membrane frizzled-related protein	None	None	None	None	True	None	None		1	33	membrane frizzled-related protein	None	None
None	PR:000013392	proteasome activator complex subunit 1	None	None	None	None	True	None	None		1	38	proteasome activator complex subunit 1	None	None
None	PR:000013392	proteasome activator complex subunit 1	None	None	None	None	True	None	None		1	38	proteasome activator complex subunit 1	None	None
None	PR:000007122	ephrin type-A receptor 2	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 2	None	None
None	PR:000007122	ephrin type-A receptor 2	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 2	None	None
None	PR:000005564	C-type lectin domain family 1 member B	None	None	None	None	True	None	None		1	38	c-type lectin domain family 1 member b	None	None
None	PR:000005564	C-type lectin domain family 1 member B	None	None	None	None	True	None	None		1	38	c-type lectin domain family 1 member b	None	None
None	PR:000001928	sialic acid-binding Ig-like lectin 6	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 6	None	None
None	PR:000001928	sialic acid-binding Ig-like lectin 6	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 6	None	None
None	PR:000016484	tumor necrosis factor receptor superfamily member 21	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 21	None	None
None	PR:000016484	tumor necrosis factor receptor superfamily member 21	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 21	None	None
None	PR:000007155	endoplasmic reticulum aminopeptidase 1	None	None	None	None	True	None	None		1	38	endoplasmic reticulum aminopeptidase 1	None	None
None	PR:000007155	endoplasmic reticulum aminopeptidase 1	None	None	None	None	True	None	None		1	38	endoplasmic reticulum aminopeptidase 1	None	None
None	PR:000016486	tumor necrosis factor receptor superfamily member 6B	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 6b	None	None
None	PR:000016486	tumor necrosis factor receptor superfamily member 6B	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 6b	None	None
None	PR:000016488	tumor necrosis factor ligand superfamily member 18	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 18	None	None
None	PR:000016488	tumor necrosis factor ligand superfamily member 18	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 18	None	None
None	PR:000000068	activin receptor type-1B	None	None	None	None	True	None	None		1	24	activin receptor type-1b	None	None
None	PR:000000068	activin receptor type-1B	None	None	None	None	True	None	None		1	24	activin receptor type-1b	None	None
None	PR:000016482	tumor necrosis factor receptor superfamily member 18	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 18	None	None
None	PR:000016482	tumor necrosis factor receptor superfamily member 18	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 18	None	None
None	PR:000009439	importin subunit beta-1	None	None	None	None	True	None	None		1	23	importin subunit beta-1	None	None
None	PR:000009439	importin subunit beta-1	None	None	None	None	True	None	None		1	23	importin subunit beta-1	None	None
None	PR:000007003	eukaryotic translation initiation factor 5A-1	None	None	None	None	True	None	None		1	45	eukaryotic translation initiation factor 5a-1	None	None
None	PR:000007003	eukaryotic translation initiation factor 5A-1	None	None	None	None	True	None	None		1	45	eukaryotic translation initiation factor 5a-1	None	None
None	PR:000007300	coagulation factor V	None	None	None	None	True	None	None		1	20	coagulation factor v	None	None
None	PR:000007300	coagulation factor V	None	None	None	None	True	None	None		1	20	coagulation factor v	None	None
None	PR:000016475	tumor necrosis factor-inducible gene 6 protein	None	None	None	None	True	None	None		1	46	tumor necrosis factor-inducible gene 6 protein	None	None
None	PR:000016475	tumor necrosis factor-inducible gene 6 protein	None	None	None	None	True	None	None		1	46	tumor necrosis factor-inducible gene 6 protein	None	None
None	PR:000010467	membrane metallo-endopeptidase-like 1	None	None	None	None	True	None	None		1	37	membrane metallo-endopeptidase-like 1	None	None
None	PR:000010467	membrane metallo-endopeptidase-like 1	None	None	None	None	True	None	None		1	37	membrane metallo-endopeptidase-like 1	None	None
None	PR:000016480	tumor necrosis factor receptor superfamily member 11B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11b	None	None
None	PR:000016480	tumor necrosis factor receptor superfamily member 11B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11b	None	None
None	PR:000001958	tumor necrosis factor receptor superfamily member 1A	None	None	None	None	True	None	None		1	32	tumor necrosis factor receptor 1	None	None
None	PR:000008661	heterogeneous nuclear ribonucleoprotein A/B	None	None	None	None	True	None	None		1	43	heterogeneous nuclear ribonucleoprotein a/b	None	None
None	PR:000008661	heterogeneous nuclear ribonucleoprotein A/B	None	None	None	None	True	None	None		1	43	heterogeneous nuclear ribonucleoprotein a/b	None	None
None	PR:000005282	cell adhesion molecule-related/down-regulated by oncogenes	None	None	None	None	True	None	None		1	58	cell adhesion molecule-related/down-regulated by oncogenes	None	None
None	PR:000005282	cell adhesion molecule-related/down-regulated by oncogenes	None	None	None	None	True	None	None		1	58	cell adhesion molecule-related/down-regulated by oncogenes	None	None
None	PR:000001143	basal cell adhesion molecule	None	None	None	None	True	None	None		1	28	basal cell adhesion molecule	None	None
None	PR:000001143	basal cell adhesion molecule	None	None	None	None	True	None	None		1	28	basal cell adhesion molecule	None	None
None	PR:000013394	proteasome activator complex subunit 3	None	None	None	None	True	None	None		1	38	proteasome activator complex subunit 3	None	None
None	PR:000013394	proteasome activator complex subunit 3	None	None	None	None	True	None	None		1	38	proteasome activator complex subunit 3	None	None
None	PR:000006999	eukaryotic translation initiation factor 4 gamma 2	None	None	None	None	True	None	None		1	50	eukaryotic translation initiation factor 4 gamma 2	None	None
None	PR:000006999	eukaryotic translation initiation factor 4 gamma 2	None	None	None	None	True	None	None		1	50	eukaryotic translation initiation factor 4 gamma 2	None	None
None	PR:000001293	C-type lectin domain family 4 member K	None	None	None	None	True	None	None		1	38	c-type lectin domain family 4 member k	None	None
None	PR:000001293	C-type lectin domain family 4 member K	None	None	None	None	True	None	None		1	38	c-type lectin domain family 4 member k	None	None
None	PR:000007123	ephrin type-A receptor 3	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 3	None	None
None	PR:000007123	ephrin type-A receptor 3	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 3	None	None
None	PR:000001892	CD33 molecule	None	None	None	None	True	None	None		1	33	myeloid cell surface antigen cd33	None	None
None	PR:000014869	sialic acid-binding Ig-like lectin 9	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 9	None	None
None	PR:000014869	sialic acid-binding Ig-like lectin 9	None	None	None	None	True	None	None		1	36	sialic acid-binding ig-like lectin 9	None	None
None	PR:000016485	tumor necrosis factor receptor superfamily member 25	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 25	None	None
None	PR:000016485	tumor necrosis factor receptor superfamily member 25	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 25	None	None
None	PR:000006995	eukaryotic translation initiation factor 4E-binding protein 2	None	None	None	None	True	None	None		1	61	eukaryotic translation initiation factor 4e-binding protein 2	None	None
None	PR:000006995	eukaryotic translation initiation factor 4E-binding protein 2	None	None	None	None	True	None	None		1	61	eukaryotic translation initiation factor 4e-binding protein 2	None	None
None	PR:000006582	mitochondrial import inner membrane translocase subunit TIM14	None	None	None	None	True	None	None		1	61	mitochondrial import inner membrane translocase subunit tim14	None	None
None	PR:000006582	mitochondrial import inner membrane translocase subunit TIM14	None	None	None	None	True	None	None		1	61	mitochondrial import inner membrane translocase subunit tim14	None	None
None	PR:000011420	neuronal cell adhesion molecule	None	None	None	None	True	None	None		1	31	neuronal cell adhesion molecule	None	None
None	PR:000011420	neuronal cell adhesion molecule	None	None	None	None	True	None	None		1	31	neuronal cell adhesion molecule	None	None
None	PR:000013672	DNA repair protein RAD51 homolog 1	None	None	None	None	True	None	None		1	34	dna repair protein rad51 homolog 1	None	None
None	PR:000013672	DNA repair protein RAD51 homolog 1	None	None	None	None	True	None	None		1	34	dna repair protein rad51 homolog 1	None	None
None	PR:000001949	tumor necrosis factor ligand superfamily member 4	None	None	None	None	True	None	None		1	49	tumor necrosis factor ligand superfamily member 4	None	None
None	PR:000001949	tumor necrosis factor ligand superfamily member 4	None	None	None	None	True	None	None		1	49	tumor necrosis factor ligand superfamily member 4	None	None
None	PR:000006888	tumor necrosis factor receptor superfamily member EDAR	None	None	None	None	True	None	None		1	54	tumor necrosis factor receptor superfamily member edar	None	None
None	PR:000006888	tumor necrosis factor receptor superfamily member EDAR	None	None	None	None	True	None	None		1	54	tumor necrosis factor receptor superfamily member edar	None	None
None	PR:000016483	tumor necrosis factor receptor superfamily member 19	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 19	None	None
None	PR:000016483	tumor necrosis factor receptor superfamily member 19	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 19	None	None
None	PR:000010193	mannan-binding lectin serine protease 1	None	None	None	None	True	None	None		1	39	mannan-binding lectin serine protease 1	None	None
None	PR:000010193	mannan-binding lectin serine protease 1	None	None	None	None	True	None	None		1	39	mannan-binding lectin serine protease 1	None	None
None	PR:000001964	tumor necrosis factor receptor superfamily member 8	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 8	None	None
None	PR:000001964	tumor necrosis factor receptor superfamily member 8	None	None	None	None	True	None	None		1	51	tumor necrosis factor receptor superfamily member 8	None	None
None	PR:000001955	tumor necrosis factor receptor superfamily member 12A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 12a	None	None
None	PR:000001955	tumor necrosis factor receptor superfamily member 12A	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 12a	None	None
None	PR:000007294	coagulation factor X	None	None	None	None	True	None	None		1	20	coagulation factor x	None	None
None	PR:000007294	coagulation factor X	None	None	None	None	True	None	None		1	20	coagulation factor x	None	None
None	PR:000015347	small nuclear ribonucleoprotein F	None	None	None	None	True	None	None		1	33	small nuclear ribonucleoprotein f	None	None
None	PR:000015347	small nuclear ribonucleoprotein F	None	None	None	None	True	None	None		1	33	small nuclear ribonucleoprotein f	None	None
None	PR:000008669	heterogeneous nuclear ribonucleoprotein K	None	None	None	None	True	None	None		1	41	heterogeneous nuclear ribonucleoprotein k	None	None
None	PR:000008669	heterogeneous nuclear ribonucleoprotein K	None	None	None	None	True	None	None		1	41	heterogeneous nuclear ribonucleoprotein k	None	None
None	PR:000004960	cell adhesion molecule 1	None	None	None	None	True	None	None		1	24	cell adhesion molecule 1	None	None
None	PR:000004960	cell adhesion molecule 1	None	None	None	None	True	None	None		1	24	cell adhesion molecule 1	None	None
None	PR:000013360	proteasome subunit alpha type-1	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-1	None	None
None	PR:000013360	proteasome subunit alpha type-1	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-1	None	None
None	PR:000001294	C-type lectin domain family 4 member M	None	None	None	None	True	None	None		1	38	c-type lectin domain family 4 member m	None	None
None	PR:000001294	C-type lectin domain family 4 member M	None	None	None	None	True	None	None		1	38	c-type lectin domain family 4 member m	None	None
None	PR:000005574	chloride intracellular channel protein 1	None	None	None	None	True	None	None		1	40	chloride intracellular channel protein 1	None	None
None	PR:000005574	chloride intracellular channel protein 1	None	None	None	None	True	None	None		1	40	chloride intracellular channel protein 1	None	None
None	PR:000007130	ephrin type-B receptor 2	None	None	None	None	True	None	None		1	24	ephrin type-b receptor 2	None	None
None	PR:000007130	ephrin type-B receptor 2	None	None	None	None	True	None	None		1	24	ephrin type-b receptor 2	None	None
None	PR:000007125	ephrin type-A receptor 5	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 5	None	None
None	PR:000007125	ephrin type-A receptor 5	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 5	None	None
None	PR:000007002	eukaryotic translation initiation factor 5	None	None	None	None	True	None	None		1	42	eukaryotic translation initiation factor 5	None	None
None	PR:000007002	eukaryotic translation initiation factor 5	None	None	None	None	True	None	None		1	42	eukaryotic translation initiation factor 5	None	None
None	PR:000006887	tumor necrosis factor receptor superfamily member 27	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 27	None	None
None	PR:000006887	tumor necrosis factor receptor superfamily member 27	None	None	None	None	True	None	None		1	52	tumor necrosis factor receptor superfamily member 27	None	None
None	PR:000002066	neural cell adhesion molecule L1	None	None	None	None	True	None	None		1	32	neural cell adhesion molecule l1	None	None
None	PR:000002066	neural cell adhesion molecule L1	None	None	None	None	True	None	None		1	32	neural cell adhesion molecule l1	None	None
None	PR:000013880	tumor necrosis factor receptor superfamily member 19L	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 19l	None	None
None	PR:000013880	tumor necrosis factor receptor superfamily member 19L	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 19l	None	None
None	PR:000001956	tumor necrosis factor receptor superfamily member 13B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 13b	None	None
None	PR:000001956	tumor necrosis factor receptor superfamily member 13B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 13b	None	None
None	PR:000001828	NKG2-D type II integral membrane protein	None	None	None	None	True	None	None		1	40	nkg2-d type ii integral membrane protein	None	None
None	PR:000001828	NKG2-D type II integral membrane protein	None	None	None	None	True	None	None		1	40	nkg2-d type ii integral membrane protein	None	None
None	PR:000015874	heterogeneous nuclear ribonucleoprotein Q	None	None	None	None	True	None	None		1	41	heterogeneous nuclear ribonucleoprotein q	None	None
None	PR:000015874	heterogeneous nuclear ribonucleoprotein Q	None	None	None	None	True	None	None		1	41	heterogeneous nuclear ribonucleoprotein q	None	None
None	PR:000004962	cell adhesion molecule 3	None	None	None	None	True	None	None		1	24	cell adhesion molecule 3	None	None
None	PR:000004962	cell adhesion molecule 3	None	None	None	None	True	None	None		1	24	cell adhesion molecule 3	None	None
None	PR:000013361	proteasome subunit alpha type-2	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-2	None	None
None	PR:000013361	proteasome subunit alpha type-2	None	None	None	None	True	None	None		1	31	proteasome subunit alpha type-2	None	None
None	PR:000017496	Xaa-Pro aminopeptidase 2	None	None	None	None	True	None	None		1	31	membrane-bound aminopeptidase p	None	None
None	PR:000007120	ephrin type-A receptor 1	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 1	None	None
None	PR:000007120	ephrin type-A receptor 1	None	None	None	None	True	None	None		1	24	ephrin type-a receptor 1	None	None
None	PR:000002106	tumor necrosis factor ligand superfamily member 10	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 10	None	None
None	PR:000002106	tumor necrosis factor ligand superfamily member 10	None	None	None	None	True	None	None		1	50	tumor necrosis factor ligand superfamily member 10	None	None
None	PR:000010327	matrix extracellular phosphoglycoprotein	None	None	None	None	True	None	None		1	40	matrix extracellular phosphoglycoprotein	None	None
None	PR:000010327	matrix extracellular phosphoglycoprotein	None	None	None	None	True	None	None		1	40	matrix extracellular phosphoglycoprotein	None	None
None	PR:000016480	tumor necrosis factor receptor superfamily member 11B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11b	None	None
None	PR:000016480	tumor necrosis factor receptor superfamily member 11B	None	None	None	None	True	None	None		1	53	tumor necrosis factor receptor superfamily member 11b	None	None
None	PR:000005567	tetranectin	None	None	None	None	True	None	None		1	38	c-type lectin domain family 3 member b	None	None
None	PR:000007299	prothrombin	None	None	None	None	True	None	None		1	21	coagulation factor ii	None	None
