defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	term
http://purl.obolibrary.org/obo/MP_0002192	hydrops fetalis	http://purl.obolibrary.org/obo/UBERON_0000922	embryo	MP_0002192
