defined_class	defined_class_label	biological_process	biological_process_label	location	location_label	term
http://purl.obolibrary.org/obo/MP_0004086	absent heartbeat	http://purl.obolibrary.org/obo/GO_0060047	heart contraction	http://purl.obolibrary.org/obo/UBERON_0000948	heart	MP_0004086
