defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	term
http://purl.obolibrary.org/obo/MP_0010102	increased caudal vertebrae number	http://purl.obolibrary.org/obo/UBERON_0001095	caudal vertebra	MP_0010102
http://purl.obolibrary.org/obo/MP_0010100	increased cervical vertebrae number	http://purl.obolibrary.org/obo/UBERON_0002413	cervical vertebra	MP_0010100
