iri	entity	attribute
OBA_VT0000995	UBERON_0004011	PATO_0000117
OBA_VT0000997	UBERON_0001484	PATO_0000051
OBA_VT0000999	UBERON_0004012	PATO_0000051
OBA_VT0001002	UBERON_0001727	PATO_0000051
OBA_VT0001005	PR_000009431	PATO_0000051
OBA_VT0001006	CL_0000573	PATO_0000051
OBA_VT0001007	UBERON_0000013	PATO_0000051
OBA_VT0001008	UBERON_0001806	PATO_0000051
OBA_VT0001011	UBERON_0001989	PATO_0000051
OBA_VT0001013	UBERON_0001989	PATO_0000117
OBA_VT0001016	UBERON_0001990	PATO_0000051
OBA_VT0001017	UBERON_0002441	PATO_0000051
OBA_VT0001019	UBERON_0003943	PATO_0000051
OBA_VT0001020	UBERON_0003943	PATO_0000117
OBA_VT0001022	UBERON_0003944	PATO_0000051
OBA_VT0001023	UBERON_0002859	PATO_0000117
OBA_VT0001026	CL_0000109	PATO_0000051
OBA_VT0001032	CL_0000110	PATO_0000051
OBA_VT0001033	UBERON_0000011	PATO_0000051
OBA_VT0001034	UBERON_0001808	PATO_0000051
OBA_VT0001035	UBERON_0002059	PATO_0000051
OBA_VT0001036	UBERON_0002059	PATO_0000117
OBA_VT0001038	CL_0000108	PATO_0000051
OBA_VT0001044	UBERON_0002005	PATO_0000051
OBA_VT0001045	UBERON_0001809	PATO_0000051
OBA_VT0001046	CL_0007011	PATO_0000051
OBA_VT0001048	CL_0007011	PATO_0000070
OBA_VT0001051	UBERON_0003945	PATO_0000051
OBA_VT0001053	UBERON_0001029	PATO_0000051
OBA_VT0001056	UBERON_0001785	PATO_0000051
OBA_VT0001059	UBERON_0004904	PATO_0000117
OBA_VT0001061	UBERON_0001643	PATO_0000051
OBA_VT0001062	UBERON_0001643	PATO_0000117
OBA_VT0001063	UBERON_0001644	PATO_0000051
OBA_VT0001064	UBERON_0001644	PATO_0000117
OBA_VT0001065	UBERON_0001645	PATO_0000051
OBA_VT0001067	UBERON_0000375	PATO_0000051
OBA_VT0001070	UBERON_0001646	PATO_0000051
OBA_VT0001071	UBERON_0001647	PATO_0000051
OBA_VT0001072	UBERON_0001648	PATO_0000051
OBA_VT0001073	UBERON_0001649	PATO_0000051
OBA_VT0001074	UBERON_0001759	PATO_0000051
OBA_VT0001075	UBERON_0002019	PATO_0000051
OBA_VT0001076	UBERON_0001650	PATO_0000051
OBA_VT0001077	UBERON_0001780	PATO_0000051
OBA_VT0001078	UBERON_0001884	PATO_0000051
OBA_VT0001081	UBERON_0001714	PATO_0000051
OBA_VT0001082	UBERON_0001700	PATO_0000051
OBA_VT0001083	UBERON_0001700	PATO_0000117
OBA_VT0001084	UBERON_0005360	PATO_0000051
OBA_VT0001085	UBERON_0001701	PATO_0000117
OBA_VT0001087	UBERON_0005363	PATO_0000051
OBA_VT0001088	UBERON_0005363	PATO_0000117
OBA_VT0001092	UBERON_0001675	PATO_0000051
OBA_VT0001095	UBERON_0001675	PATO_0000117
OBA_VT0001096	UBERON_0001701	PATO_0000051
OBA_VT0001097	UBERON_0005361	PATO_0000051
OBA_VT0001098	UBERON_0005361	PATO_0000117
OBA_VT0001101	UBERON_0005364	PATO_0000051
OBA_VT0001102	UBERON_0005364	PATO_0000117
OBA_VT0001106	CL_0000218	PATO_0000051
OBA_VT0001107	CL_0000218	PATO_0001555
OBA_VT0001119	UBERON_0000474	PATO_0000051
OBA_VT0001120	UBERON_0000995	PATO_0000051
OBA_VT0001125	CL_0000023	PATO_0000051
OBA_VT0001126	UBERON_0000992	PATO_0000051
OBA_VT0001127	UBERON_0000992	PATO_0000117
OBA_VT0001131	UBERON_0001305	PATO_0000051
OBA_VT0001135	UBERON_0000002	PATO_0000051
OBA_VT0001137	UBERON_0004801	PATO_0000051
OBA_VT0001138	UBERON_0006922	PATO_0000051
OBA_VT0001139	UBERON_0000996	PATO_0000051
OBA_VT0001140	UBERON_0001344	PATO_0000051
OBA_VT0001141	UBERON_0001344	PATO_0000915
OBA_VT0001142	UBERON_0012317	PATO_0000051
OBA_VT0001143	UBERON_0012317	PATO_0000117
OBA_VT0001145	UBERON_0000079	PATO_0000051
OBA_VT0001146	UBERON_0000473	PATO_0000051
OBA_VT0001148	UBERON_0000473	PATO_0000117
OBA_VT0001150	UBERON_0001300	PATO_0000117
OBA_VT0001151	UBERON_0001332	PATO_0000117
OBA_VT0001153	UBERON_0001343	PATO_0000117
OBA_VT0001158	UBERON_0002367	PATO_0000051
OBA_VT0001163	UBERON_0008807	PATO_0000051
OBA_VT0001168	UBERON_0000428	PATO_0000051
OBA_VT0001169	UBERON_0002366	PATO_0000051
OBA_VT0001170	UBERON_0002366	PATO_0000117
OBA_VT0001175	UBERON_0002048	PATO_0000051
OBA_VT0001179	UBERON_0004893	PATO_0000915
OBA_VT0001183	UBERON_0002299	PATO_0000117
OBA_VT0001200	UBERON_0000014	PATO_0000915
OBA_VT0001216	UBERON_0001003	PATO_0000051
OBA_VT0001219	UBERON_0001003	PATO_0000915
OBA_VT0001231	UBERON_0002025	PATO_0000051
OBA_VT0001236	UBERON_0002026	PATO_0000051
OBA_VT0001237	CL_0000649	PATO_0000117
OBA_VT0001238	UBERON_0002026	PATO_0000915
OBA_VT0001239	UBERON_0002069	PATO_0000051
OBA_VT0001240	UBERON_0002027	PATO_0000051
OBA_VT0001242	UBERON_0002027	PATO_0000915
OBA_VT0001243	UBERON_0002067	PATO_0000051
OBA_VT0001245	UBERON_0002067	PATO_0000915
OBA_VT0001248	UBERON_0002384	PATO_0000051
OBA_VT0001250	UBERON_0001992	PATO_0000051
OBA_VT0001253	UBERON_0000468	PATO_0000119
OBA_VT0001256	UBERON_0000468	PATO_0000122
OBA_VT0001259	UBERON_0000468	PATO_0000128
OBA_VT0001274	UBERON_0006378	PATO_0000052
OBA_VT0001277	UBERON_0006378	PATO_0000060
OBA_VT0001281	UBERON_0006378	PATO_0000122
OBA_VT0001299	UBERON_0000019	PATO_0000133
OBA_VT0001303	UBERON_0000965	PATO_0000051
OBA_VT0001305	UBERON_0000965	PATO_0000117
OBA_VT0001308	UBERON_0000965	PATO_0002186
OBA_VT0001310	UBERON_0001811	PATO_0000051
OBA_VT0001312	UBERON_0000964	PATO_0000051
OBA_VT0001317	UBERON_0001771	PATO_0000051
OBA_VT0001319	UBERON_0001771	PATO_0000052
OBA_VT0001321	UBERON_0001771	PATO_0000117
OBA_VT0001322	UBERON_0001769	PATO_0000051
OBA_VT0001325	UBERON_0000966	PATO_0000051
OBA_VT0001329	CL_0009004	PATO_0000070
OBA_VT0001330	UBERON_0004904	PATO_0000051
OBA_VT0001334	UBERON_0001908	PATO_0000117
OBA_VT0001340	UBERON_0001711	PATO_0000051
OBA_VT0001345	UBERON_0001818	PATO_0000117
OBA_VT0001346	UBERON_0001817	PATO_0000051
OBA_VT0001348	UBERON_0001817	PATO_0001509
OBA_VT0001365	CL_0000635	PATO_0000070
OBA_VT0001366	CL_1000191	PATO_0001555
OBA_VT0001387	UBERON_0006725	PATO_0000117
OBA_VT0001416	CL_0002492	PATO_0000070
OBA_VT0001418	UBERON_0002233	PATO_0000117
OBA_VT0001421	UBERON_0002295	PATO_0000117
OBA_VT0001444	UBERON_0001864	PATO_0000117
OBA_VT0001456	UBERON_0004637	PATO_0000117
OBA_VT0001457	CL_0000846	PATO_0000051
OBA_VT0001459	UBERON_0001349	PATO_0000117
OBA_VT0001464	UBERON_0001688	PATO_0000117
OBA_VT0001465	UBERON_0001689	PATO_0000117
OBA_VT0001501	GO_0030431	PATO_0000060
OBA_VT0001539	UBERON_0001095	PATO_0001555
OBA_VT0001541	CL_0000092	PATO_0001509
OBA_VT0001542	UBERON_0001474	PATO_0001230
OBA_VT0001544	UBERON_0004535	PATO_0001509
OBA_VT0001547	CHEBI_18059	PATO_0000070
OBA_VT0001586	CL_0000232	PATO_0000070
OBA_VT0001588	CHEBI_35143	PATO_0000070
OBA_VT0001614	UBERON_0001981	PATO_0000051
OBA_VT0001649	UBERON_0006606	PATO_0000051
OBA_VT0001663	UBERON_0001007	PATO_0001509
OBA_VT0001684	GO_0007498	PATO_0002036
OBA_VT0001691	UBERON_0002329	PATO_0000052
OBA_VT0001697	UBERON_0000922	PATO_0000117
OBA_VT0001710	UBERON_0005971	PATO_0000051
OBA_VT0001711	UBERON_0001987	PATO_0000051
OBA_VT0001716	UBERON_0003946	PATO_0000051
OBA_VT0001718	UBERON_0001040	PATO_0000051
OBA_VT0001721	UBERON_0003061	PATO_0000051
OBA_VT0001722	UBERON_0001040	PATO_0000014
OBA_VT0001724	UBERON_0004877	PATO_0000051
OBA_VT0001725	UBERON_0002331	PATO_0000051
OBA_VT0001726	UBERON_0004340	PATO_0000051
OBA_VT0001770	CHEBI_18248	PATO_0000070
OBA_VT0001775	CHEBI_27568	PATO_0000070
OBA_VT0001778	UBERON_0001348	PATO_0000070
OBA_VT0001781	UBERON_0001347	PATO_0000070
OBA_VT0001790	UBERON_0002405	PATO_0001509
OBA_VT0001830	CL_0000911	PATO_0001555
OBA_VT0001879	UBERON_0001473	PATO_0000051
OBA_VT0001881	UBERON_0001911	PATO_0001509
OBA_VT0001884	UBERON_0003214	PATO_0000051
OBA_VT0001885	UBERON_0001765	PATO_0000051
OBA_VT0001905	CHEBI_18243	PATO_0000070
OBA_VT0001919	UBERON_0000990	PATO_0001509
OBA_VT0001922	CHEBI_30780	PATO_0000274
OBA_VT0001942	UBERON_0002048	PATO_0000918
OBA_VT0001944	UBERON_0001264	PATO_0000051
OBA_VT0001983	UBERON_0000005	PATO_0001509
OBA_VT0001985	UBERON_0001033	PATO_0001509
OBA_VT0001986	GO_0050909	PATO_0000085
OBA_VT0002059	UBERON_0000998	PATO_0000051
OBA_VT0002074	UBERON_0001037	PATO_0000150
OBA_VT0002076	UBERON_0002073	PATO_0000051
OBA_VT0002086	UBERON_0000478	PATO_0000051
OBA_VT0002092	UBERON_0000019	PATO_0000051
OBA_VT0002096	UBERON_0000014	PATO_0000051
OBA_VT0002098	UBERON_0006378	PATO_0000051
OBA_VT0002100	UBERON_0001091	PATO_0000051
OBA_VT0002102	UBERON_0001690	PATO_0000051
OBA_VT0002104	GO_0007605	PATO_0001509
OBA_VT0002106	UBERON_0000383	PATO_0001509
OBA_VT0002108	UBERON_0000383	PATO_0000051
OBA_VT0002109	UBERON_0002101	PATO_0000051
OBA_VT0002110	UBERON_0002544	PATO_0000051
OBA_VT0002111	UBERON_0002415	PATO_0000051
OBA_VT0002114	UBERON_0002090	PATO_0000051
OBA_VT0002116	UBERON_0003457	PATO_0000051
OBA_VT0002127	UBERON_0004535	PATO_0000051
OBA_VT0002132	UBERON_0001004	PATO_0000051
OBA_VT0002133	UBERON_0001004	PATO_0001509
OBA_VT0002135	UBERON_0002113	PATO_0000051
OBA_VT0002136	UBERON_0002113	PATO_0001509
OBA_VT0002138	UBERON_0002423	PATO_0000051
OBA_VT0002139	UBERON_0002423	PATO_0001509
OBA_VT0002152	UBERON_0000955	PATO_0000051
OBA_VT0002160	UBERON_0000990	PATO_0000051
OBA_VT0002163	UBERON_0002530	PATO_0000051
OBA_VT0002164	UBERON_0002530	PATO_0001509
OBA_VT0002176	UBERON_0000955	PATO_0000128
OBA_VT0002177	UBERON_0001757	PATO_0000051
OBA_VT0002182	CL_0000127	PATO_0000051
OBA_VT0002184	GO_0060384	PATO_0000051
OBA_VT0002187	UBERON_0001446	PATO_0000051
OBA_VT0002191	UBERON_0001637	PATO_0000051
OBA_VT0002199	UBERON_0005970	PATO_0000051
OBA_VT0002200	UBERON_0003947	PATO_0000051
OBA_VT0002208	CL_0000586	PATO_0000051
OBA_VT0002209	CL_0000586	PATO_0001555
OBA_VT0002216	UBERON_0001343	PATO_0000051
OBA_VT0002221	UBERON_0005057	PATO_0000117
OBA_VT0002224	UBERON_0002106	PATO_0000117
OBA_VT0002227	UBERON_0004641	PATO_0000051
OBA_VT0002228	UBERON_0010400	PATO_0000051
OBA_VT0002231	UBERON_0004341	PATO_0000051
OBA_VT0002233	UBERON_0000004	PATO_0000051
OBA_VT0002234	UBERON_0001042	PATO_0000051
OBA_VT0002235	UBERON_0005928	PATO_0000051
OBA_VT0002236	UBERON_0004771	PATO_0000051
OBA_VT0002237	UBERON_0001707	PATO_0000051
OBA_VT0002238	UBERON_0005384	PATO_0000051
OBA_VT0002239	UBERON_0001706	PATO_0000051
OBA_VT0002240	UBERON_0001825	PATO_0000051
OBA_VT0002242	UBERON_0005386	PATO_0000051
OBA_VT0002243	UBERON_0002255	PATO_0000051
OBA_VT0002244	UBERON_0001762	PATO_0000051
OBA_VT0002245	UBERON_0002453	PATO_0000051
OBA_VT0002246	UBERON_0001760	PATO_0000051
OBA_VT0002248	UBERON_0001724	PATO_0000051
OBA_VT0002249	UBERON_0001737	PATO_0000051
OBA_VT0002250	UBERON_0001051	PATO_0000051
OBA_VT0002251	UBERON_0001728	PATO_0000051
OBA_VT0002252	UBERON_0001729	PATO_0000051
OBA_VT0002253	UBERON_0000933	PATO_0000051
OBA_VT0002255	UBERON_0002486	PATO_0000051
OBA_VT0002256	UBERON_0001739	PATO_0000051
OBA_VT0002257	UBERON_0001740	PATO_0000051
OBA_VT0002258	UBERON_0002375	PATO_0000051
OBA_VT0002259	UBERON_0000388	PATO_0000051
OBA_VT0002260	UBERON_0001738	PATO_0000051
OBA_VT0002261	UBERON_0001824	PATO_0000051
OBA_VT0002262	CL_0002480	PATO_0000051
OBA_VT0002263	UBERON_0001568	PATO_0000051
OBA_VT0002264	UBERON_0002185	PATO_0000051
OBA_VT0002265	UBERON_0002178	PATO_0000051
OBA_VT0002266	UBERON_0002177	PATO_0000051
OBA_VT0002267	UBERON_0002186	PATO_0000051
OBA_VT0002268	UBERON_0002187	PATO_0000051
OBA_VT0002270	UBERON_0002299	PATO_0000051
OBA_VT0002271	UBERON_0002173	PATO_0000051
OBA_VT0002273	CL_0000322	PATO_0000051
OBA_VT0002274	CL_0002062	PATO_0000051
OBA_VT0002275	CL_0002063	PATO_0000051
OBA_VT0002276	UBERON_0000114	PATO_0000051
OBA_VT0002277	UBERON_0004785	PATO_0000051
OBA_VT0002278	UBERON_0014398	PATO_0000051
OBA_VT0002279	UBERON_0001103	PATO_0000051
OBA_VT0002280	UBERON_0001111	PATO_0000051
OBA_VT0002282	UBERON_0003126	PATO_0000051
OBA_VT0002284	UBERON_0003387	PATO_0000051
OBA_VT0002292	GO_0007565	PATO_0001309
OBA_VT0002324	UBERON_0003948	PATO_0000051
OBA_VT0002339	UBERON_0000029	PATO_0000141
OBA_VT0002340	UBERON_0001097	PATO_0000051
OBA_VT0002343	UBERON_0002006	PATO_0000051
OBA_VT0002344	UBERON_0010416	PATO_0000051
OBA_VT0002345	UBERON_0010395	PATO_0000051
OBA_VT0002346	UBERON_0001745	PATO_0000051
OBA_VT0002347	UBERON_0010417	PATO_0000051
OBA_VT0002348	UBERON_0002007	PATO_0000051
OBA_VT0002349	UBERON_0010396	PATO_0000051
OBA_VT0002350	UBERON_0010397	PATO_0000051
OBA_VT0002351	UBERON_0002429	PATO_0000051
OBA_VT0002352	UBERON_0001543	PATO_0000051
OBA_VT0002353	UBERON_0001542	PATO_0000051
OBA_VT0002354	UBERON_0010399	PATO_0000051
OBA_VT0002356	UBERON_0001250	PATO_0000051
OBA_VT0002357	UBERON_0001959	PATO_0000051
OBA_VT0002358	UBERON_0001960	PATO_0000051
OBA_VT0002359	UBERON_0005196	PATO_0000051
OBA_VT0002360	UBERON_0010421	PATO_0000051
OBA_VT0002361	UBERON_0010401	PATO_0000051
OBA_VT0002362	UBERON_0001251	PATO_0000051
OBA_VT0002363	UBERON_0010398	PATO_0000051
OBA_VT0002364	UBERON_0002370	PATO_0000117
OBA_VT0002367	UBERON_0002125	PATO_0000051
OBA_VT0002368	UBERON_0002122	PATO_0000051
OBA_VT0002369	UBERON_0006936	PATO_0000051
OBA_VT0002371	UBERON_0002123	PATO_0000051
OBA_VT0002375	UBERON_0002124	PATO_0000051
OBA_VT0002376	GO_0009987	PATO_0002045
OBA_VT0002377	UBERON_0001961	PATO_0000051
OBA_VT0002378	UBERON_0001962	PATO_0000051
OBA_VT0002379	UBERON_0001735	PATO_0000051
OBA_VT0002380	UBERON_0002373	PATO_0000051
OBA_VT0002384	UBERON_0001732	PATO_0000051
OBA_VT0002385	UBERON_0007250	PATO_0000051
OBA_VT0002386	UBERON_0003949	PATO_0000051
OBA_VT0002388	UBERON_0004693	PATO_0000051
OBA_VT0002389	UBERON_0010386	PATO_0000051
OBA_VT0002391	UBERON_0004697	PATO_0000051
OBA_VT0002393	UBERON_0001963	PATO_0000051
OBA_VT0002398	CL_0002092	PATO_0000051
OBA_VT0002400	CL_0000048	PATO_0000051
OBA_VT0002407	CL_0002489	PATO_0000051
OBA_VT0002414	CL_0000835	PATO_0000051
OBA_VT0002416	CL_0000765	PATO_0000051
OBA_VT0002422	CL_0000767	PATO_0000051
OBA_VT0002423	CL_0000097	PATO_0001509
OBA_VT0002424	CL_0000558	PATO_0000051
OBA_VT0002428	UBERON_0001840	PATO_0000051
OBA_VT0002429	CL_0000081	PATO_0000051
OBA_VT0002433	CL_0000545	PATO_0000051
OBA_VT0002434	CL_0000546	PATO_0000051
OBA_VT0002435	CL_0000911	PATO_0000051
OBA_VT0002436	CL_0000794	PATO_0000051
OBA_VT0002439	CL_0000786	PATO_0000051
OBA_VT0002440	CL_0000787	PATO_0000051
OBA_VT0002441	CL_0000094	PATO_0000051
OBA_VT0002442	CL_0000738	PATO_0001509
OBA_VT0002444	CL_0000084	PATO_0001509
OBA_VT0002446	CL_0000235	PATO_0000051
OBA_VT0002447	CL_0000232	PATO_0000051
OBA_VT0002451	CL_0000235	PATO_0001509
OBA_VT0002458	CL_0000236	PATO_0001555
OBA_VT0002459	CL_0000236	PATO_0001509
OBA_VT0002460	GO_0019814	PATO_0000070
OBA_VT0002462	CL_0000094	PATO_0001509
OBA_VT0002463	CL_0000775	PATO_0001509
OBA_VT0002464	CL_0000767	PATO_0001509
OBA_VT0002465	CL_0000771	PATO_0001509
OBA_VT0002504	CHEBI_28790	PATO_0001509
OBA_VT0002543	UBERON_0003221	PATO_0000122
OBA_VT0002544	UBERON_0002544	PATO_0000122
OBA_VT0002576	UBERON_0001752	PATO_0000051
OBA_VT0002579	CL_0002225	PATO_0000051
OBA_VT0002581	UBERON_0002116	PATO_0000051
OBA_VT0002602	CL_0000771	PATO_0000070
OBA_VT0002607	CL_0000767	PATO_0000070
OBA_VT0002619	CL_0000542	PATO_0000051
OBA_VT0002620	CL_0000576	PATO_0000051
OBA_VT0002622	CL_0000202	PATO_0000051
OBA_VT0002623	CL_0000609	PATO_0000051
OBA_VT0002631	UBERON_0001301	PATO_0000051
OBA_VT0002637	UBERON_0000995	PATO_0000117
OBA_VT0002641	CL_0000232	PATO_0000052
OBA_VT0002648	UBERON_0001752	PATO_0001514
OBA_VT0002651	UBERON_0001322	PATO_0000051
OBA_VT0002653	UBERON_0004670	PATO_0000051
OBA_VT0002655	CL_0000312	PATO_0000051
OBA_VT0002660	UBERON_0004358	PATO_0000051
OBA_VT0002661	UBERON_0004359	PATO_0000051
OBA_VT0002662	UBERON_0004360	PATO_0000051
OBA_VT0002669	UBERON_0001300	PATO_0000051
OBA_VT0002673	CL_0000019	PATO_0000070
OBA_VT0002679	UBERON_0002512	PATO_0000051
OBA_VT0002680	UBERON_0002512	PATO_0000070
OBA_VT0002682	UBERON_0003982	PATO_0000070
OBA_VT0002689	UBERON_0003655	PATO_0000051
OBA_VT0002693	UBERON_0001264	PATO_0001509
OBA_VT0002694	UBERON_0004795	PATO_0001629
OBA_VT0002697	UBERON_0000019	PATO_0000117
OBA_VT0002698	UBERON_0001773	PATO_0000051
OBA_VT0002699	UBERON_0001798	PATO_0000051
OBA_VT0002703	UBERON_0001231	PATO_0000051
OBA_VT0002705	UBERON_0001231	PATO_0000117
OBA_VT0002706	UBERON_0002113	PATO_0000117
OBA_VT0002707	UBERON_0002113	PATO_0000128
OBA_VT0002716	UBERON_0000359	PATO_0000117
OBA_VT0002717	UBERON_0000359	PATO_0000051
OBA_VT0002718	UBERON_0000087	PATO_0000051
OBA_VT0002722	UBERON_0005057	PATO_0000051
OBA_VT0002725	UBERON_0001638	PATO_0000051
OBA_VT0002726	UBERON_0002016	PATO_0000051
OBA_VT0002729	UBERON_0003950	PATO_0000051
OBA_VT0002731	UBERON_0001155	PATO_0000117
OBA_VT0002741	UBERON_0002264	PATO_0000117
OBA_VT0002742	UBERON_0002520	PATO_0000117
OBA_VT0002746	UBERON_0005623	PATO_0000051
OBA_VT0002751	UBERON_0002410	PATO_0000051
OBA_VT0002752	UBERON_0000012	PATO_0000051
OBA_VT0002753	UBERON_0002084	PATO_0000117
OBA_VT0002754	UBERON_0002080	PATO_0000117
OBA_VT0002758	UBERON_0002415	PATO_0000122
OBA_VT0002759	UBERON_0001095	PATO_0000051
OBA_VT0002761	GO_0097457	PATO_0000051
OBA_VT0002769	UBERON_0001000	PATO_0000051
OBA_VT0002784	CL_0000216	PATO_0000051
OBA_VT0002785	CL_0000178	PATO_0001555
OBA_VT0002786	CL_0000178	PATO_0000051
OBA_VT0002792	UBERON_0003501	PATO_0000051
OBA_VT0002809	UBERON_0002240	PATO_0000117
OBA_VT0002818	UBERON_0001751	PATO_0000051
OBA_VT0002819	UBERON_0002487	PATO_0000051
OBA_VT0002820	UBERON_0002244	PATO_0000051
OBA_VT0002825	UBERON_0002328	PATO_0000051
OBA_VT0002827	UBERON_0001229	PATO_0000051
OBA_VT0002828	UBERON_0001230	PATO_0000051
OBA_VT0002829	UBERON_0002303	PATO_0000051
OBA_VT0002835	UBERON_0003685	PATO_0000051
OBA_VT0002836	UBERON_0003124	PATO_0000051
OBA_VT0002840	UBERON_0002444	PATO_0000051
OBA_VT0002845	UBERON_0000947	PATO_0000128
OBA_VT0002846	UBERON_0000947	PATO_0000918
OBA_VT0002847	GO_0003094	PATO_0001470
OBA_VT0002855	UBERON_0002827	PATO_0000051
OBA_VT0002856	UBERON_0002824	PATO_0000051
OBA_VT0002858	UBERON_0001842	PATO_0000051
OBA_VT0002861	UBERON_0002533	PATO_0000051
OBA_VT0002864	UBERON_0003951	PATO_0000051
OBA_VT0002876	UBERON_0002046	PATO_0001509
OBA_VT0002878	UBERON_0004095	PATO_0000051
OBA_VT0002882	CL_0000540	PATO_0000051
OBA_VT0002894	UBERON_0002280	PATO_0000051
OBA_VT0002895	UBERON_0002519	PATO_0000051
OBA_VT0002909	UBERON_0002369	PATO_0001509
OBA_VT0002918	CHEBI_50459	PATO_0001629
OBA_VT0002928	UBERON_0002394	PATO_0000051
OBA_VT0002932	UBERON_0004905	PATO_0000051
OBA_VT0002970	UBERON_0001347	PATO_0000051
OBA_VT0002971	UBERON_0001348	PATO_0000051
OBA_VT0002975	UBERON_0004237	PATO_0000117
OBA_VT0002983	CL_0000740	PATO_0001555
OBA_VT0002987	UBERON_0001088	PATO_0001655
OBA_VT0002990	UBERON_0000056	PATO_0000122
OBA_VT0002991	UBERON_0001821	PATO_0001509
OBA_VT0002997	UBERON_0000998	PATO_0000117
OBA_VT0003005	UBERON_0002310	PATO_0000051
OBA_VT0003006	UBERON_0000052	PATO_0000051
OBA_VT0003014	UBERON_0000362	PATO_0000051
OBA_VT0003047	UBERON_0002347	PATO_0000051
OBA_VT0003051	UBERON_0002415	PATO_0000052
OBA_VT0003055	UBERON_0002516	PATO_0000051
OBA_VT0003056	UBERON_0001685	PATO_0000051
OBA_VT0003057	UBERON_0002348	PATO_0000051
OBA_VT0003069	UBERON_0001841	PATO_0000051
OBA_VT0003072	UBERON_0001448	PATO_0000051
OBA_VT0003073	UBERON_0004453	PATO_0000051
OBA_VT0003074	UBERON_0004453	PATO_0001555
OBA_VT0003081	UBERON_0001389	PATO_0000051
OBA_VT0003082	UBERON_0001388	PATO_0000051
OBA_VT0003083	UBERON_0001385	PATO_0000051
OBA_VT0003084	CL_0000188	PATO_0000051
OBA_VT0003085	UBERON_0004013	PATO_0000051
OBA_VT0003093	UBERON_0003952	PATO_0000051
OBA_VT0003094	UBERON_0003953	PATO_0000051
OBA_VT0003102	UBERON_0001773	PATO_0000915
OBA_VT0003104	UBERON_0003129	PATO_0000117
OBA_VT0003105	UBERON_0002081	PATO_0000051
OBA_VT0003110	UBERON_0014397	PATO_0000051
OBA_VT0003112	UBERON_0001132	PATO_0000117
OBA_VT0003120	UBERON_0003604	PATO_0000051
OBA_VT0003126	UBERON_0000997	PATO_0000051
OBA_VT0003127	UBERON_0002411	PATO_0000051
OBA_VT0003135	CL_0000558	PATO_0001555
OBA_VT0003140	UBERON_0002081	PATO_0000117
OBA_VT0003143	UBERON_0002280	PATO_0000117
OBA_VT0003144	UBERON_0002280	PATO_0001555
OBA_VT0003149	UBERON_0002233	PATO_0000051
OBA_VT0003151	UBERON_0005972	PATO_0000051
OBA_VT0003154	UBERON_0001733	PATO_0000051
OBA_VT0003159	UBERON_0002112	PATO_0000051
OBA_VT0003162	UBERON_0001843	PATO_0000117
OBA_VT0003164	UBERON_0001842	PATO_0000117
OBA_VT0003166	UBERON_0001841	PATO_0000117
OBA_VT0003167	UBERON_0001864	PATO_0000051
OBA_VT0003168	UBERON_0002278	PATO_0000051
OBA_VT0003169	UBERON_0002295	PATO_0000051
OBA_VT0003179	CL_0000233	PATO_0000070
OBA_VT0003208	UBERON_0004731	PATO_0000051
OBA_VT0003209	UBERON_0003615	PATO_0000051
OBA_VT0003211	UBERON_0003609	PATO_0000051
OBA_VT0003228	UBERON_0002063	PATO_0000051
OBA_VT0003231	UBERON_0003970	PATO_0000051
OBA_VT0003235	UBERON_0006721	PATO_0000051
OBA_VT0003236	UBERON_0001804	PATO_0000051
OBA_VT0003237	UBERON_0001803	PATO_0000051
OBA_VT0003240	CL_0002608	PATO_0000070
OBA_VT0003243	CL_0000700	PATO_0000051
OBA_VT0003244	CL_0000700	PATO_0001555
OBA_VT0003252	UBERON_0002394	PATO_0001509
OBA_VT0003253	UBERON_0002394	PATO_0000117
OBA_VT0003257	UBERON_0003697	PATO_0000051
OBA_VT0003271	UBERON_0002114	PATO_0000051
OBA_VT0003283	UBERON_0013765	PATO_0000133
OBA_VT0003284	UBERON_0000059	PATO_0000140
OBA_VT0003308	UBERON_0013763	PATO_0000051
OBA_VT0003309	UBERON_0006723	PATO_0000051
OBA_VT0003310	UBERON_0006723	PATO_0000117
OBA_VT0003315	UBERON_0002356	PATO_0000051
OBA_VT0003330	UBERON_0002393	PATO_0000051
OBA_VT0003339	CL_0000169	PATO_0001555
OBA_VT0003345	UBERON_0002228	PATO_0001555
OBA_VT0003346	UBERON_0001495	PATO_0000051
OBA_VT0003358	UBERON_0003895	PATO_0000051
OBA_VT0003385	UBERON_0000309	PATO_0000051
OBA_VT0003398	UBERON_0001134	PATO_0000117
OBA_VT0003399	CL_0000188	PATO_0000117
OBA_VT0003401	UBERON_0002533	PATO_0000117
OBA_VT0003402	UBERON_0002107	PATO_0000128
OBA_VT0003405	CL_0000233	PATO_0000052
OBA_VT0003409	UBERON_0006772	PATO_0000915
OBA_VT0003431	UBERON_0001132	PATO_0001509
OBA_VT0003437	UBERON_0001629	PATO_0000051
OBA_VT0003446	CL_1000497	PATO_0000070
OBA_VT0003450	UBERON_0001264	PATO_0000117
OBA_VT0003452	UBERON_0001831	PATO_0000051
OBA_VT0003456	UBERON_0002415	PATO_0000117
OBA_VT0003507	UBERON_0000992	PATO_0001509
OBA_VT0003511	UBERON_0004084	PATO_0000051
OBA_VT0003512	UBERON_0004084	PATO_0000117
OBA_VT0003515	UBERON_0004085	PATO_0000051
OBA_VT0003517	UBERON_0004085	PATO_0000117
OBA_VT0003519	UBERON_0004085	PATO_0000052
