iri	entity	attribute
OBA_VT0006257	UBERON_0002448	PATO_0000051
OBA_VT0006258	UBERON_0000396	PATO_0000051
OBA_VT0006259	UBERON_0002468	PATO_0000051
OBA_VT0006276	UBERON_0002410	PATO_0001509
OBA_VT0006277	UBERON_0000011	PATO_0001509
OBA_VT0006282	UBERON_0005373	PATO_0000051
OBA_VT0006385	CL_0000813	PATO_0000051
OBA_VT0006387	CL_0000084	PATO_0001555
OBA_VT0007000	UBERON_0002098	PATO_0000133
OBA_VT0007001	UBERON_0002062	PATO_0000051
OBA_VT0007002	UBERON_0002062	PATO_0000117
OBA_VT0007003	UBERON_0002062	PATO_0000915
OBA_VT0007010	CL_0000746	PATO_0001555
OBA_VT0007026	UBERON_0002079	PATO_0000128
OBA_VT0007027	UBERON_0002078	PATO_0000128
OBA_VT0007028	UBERON_0000948	PATO_0000128
OBA_VT0007030	UBERON_0002084	PATO_0000918
OBA_VT0007031	UBERON_0002084	PATO_0000128
OBA_VT0007032	UBERON_0002080	PATO_0000918
OBA_VT0007033	UBERON_0002080	PATO_0000128
OBA_VT0007036	UBERON_0002407	PATO_0000133
OBA_VT0007038	UBERON_0002062	PATO_0000133
OBA_VT0007041	UBERON_0004141	PATO_0000133
OBA_VT0007081	UBERON_0002085	PATO_0000051
OBA_VT0007082	UBERON_0002094	PATO_0000051
OBA_VT0007090	UBERON_0000947	PATO_0000117
OBA_VT0007091	UBERON_0010172	PATO_0001334
OBA_VT0008037	CL_0000084	PATO_0000051
OBA_VT0008043	CL_0000623	PATO_0001555
OBA_VT0008048	CL_0000813	PATO_0001555
OBA_VT0008051	CL_0000813	PATO_0001509
OBA_VT0008085	CL_0000545	PATO_0001555
OBA_VT0008089	CL_0000546	PATO_0001555
OBA_VT0008093	CL_0000787	PATO_0001555
OBA_VT0008096	CL_0000786	PATO_0001555
OBA_VT0008114	CL_0000091	PATO_0000051
OBA_VT0008115	GO_0048469	PATO_0002045
OBA_VT0008117	CL_0000453	PATO_0000051
OBA_VT0008119	CL_0000453	PATO_0001555
OBA_VT0008120	CL_0000782	PATO_0001555
OBA_VT0008123	CL_0000784	PATO_0001555
OBA_VT0008125	CL_0000451	PATO_0001555
OBA_VT0008131	UBERON_0001211	PATO_0001555
OBA_VT0008134	UBERON_0001211	PATO_0000117
OBA_VT0008164	CL_0000820	PATO_0000051
OBA_VT0008165	CL_0000821	PATO_0000051
OBA_VT0008166	CL_0000822	PATO_0000051
OBA_VT0008167	CL_0000820	PATO_0001555
OBA_VT0008169	CL_0000821	PATO_0001555
OBA_VT0008171	CL_0000785	PATO_0000051
OBA_VT0008172	CL_0000843	PATO_0000051
OBA_VT0008174	CL_0000843	PATO_0001555
OBA_VT0008176	CL_0000844	PATO_0000051
OBA_VT0008178	CL_0000844	PATO_0001555
OBA_VT0008180	CL_0000845	PATO_0000051
OBA_VT0008182	CL_0000845	PATO_0001555
OBA_VT0008184	CL_0000788	PATO_0000051
OBA_VT0008185	CL_0000788	PATO_0001555
OBA_VT0008188	CL_0000818	PATO_0000051
OBA_VT0008190	CL_0000818	PATO_0001555
OBA_VT0008191	CL_0000843	PATO_0001509
OBA_VT0008192	CL_0000844	PATO_0001509
OBA_VT0008193	CL_0000845	PATO_0001509
OBA_VT0008194	CL_0000787	PATO_0001509
OBA_VT0008196	CL_0000442	PATO_0000051
OBA_VT0008197	CL_0000442	PATO_0001509
OBA_VT0008200	CL_0000442	PATO_0001555
OBA_VT0008207	CL_0000822	PATO_0001555
OBA_VT0008208	CL_0000826	PATO_0001555
OBA_VT0008211	CL_0000785	PATO_0001997
OBA_VT0008215	CL_0000816	PATO_0001555
OBA_VT0008240	CL_0000872	PATO_0000051
OBA_VT0008242	CL_0000881	PATO_0000051
OBA_VT0008244	CL_0000581	PATO_0000051
OBA_VT0008245	CL_0000583	PATO_0000051
OBA_VT0008246	CL_0000738	PATO_0000051
OBA_VT0008248	CL_0000113	PATO_0000051
OBA_VT0008249	CL_0000051	PATO_0000051
OBA_VT0008251	CL_0000234	PATO_0000051
OBA_VT0008252	CL_0000783	PATO_0000051
OBA_VT0008343	CL_0000798	PATO_0000051
OBA_VT0008344	CL_0000800	PATO_0000051
OBA_VT0008345	CL_0000798	PATO_0001555
OBA_VT0008349	CL_0000801	PATO_0000051
OBA_VT0008351	CL_0000801	PATO_0001555
OBA_VT0008354	CL_0000800	PATO_0001555
OBA_VT0008357	CL_0000803	PATO_0000051
OBA_VT0008361	CL_0000802	PATO_0000051
OBA_VT0008397	CL_0000792	PATO_0000051
OBA_VT0008398	CL_0000795	PATO_0000051
OBA_VT0008399	CL_0000797	PATO_0000051
OBA_VT0008400	CL_0000793	PATO_0000051
OBA_VT0008401	CL_0000796	PATO_0000051
OBA_VT0008463	UBERON_0003968	PATO_0000051
OBA_VT0008466	UBERON_0002509	PATO_0000117
OBA_VT0008470	UBERON_0003969	PATO_0000051
OBA_VT0008471	UBERON_0004041	PATO_0000051
OBA_VT0008472	UBERON_0004042	PATO_0000051
OBA_VT0008473	UBERON_0010756	PATO_0000051
OBA_VT0008482	UBERON_0005196	PATO_0000070
OBA_VT0008484	UBERON_0005196	PATO_0000117
OBA_VT0008522	UBERON_0009039	PATO_0000051
OBA_VT0008542	UBERON_0002429	PATO_0000117
OBA_VT0008737	UBERON_0002106	PATO_0001509
OBA_VT0008746	GO_0002515	PATO_0002107
OBA_VT0008749	GO_0002870	PATO_0002107
OBA_VT0008752	GO_0005164	PATO_0000070
OBA_VT0008769	CL_0000784	PATO_0001509
OBA_VT0008894	CL_0002496	PATO_0000051
OBA_VT0008895	CL_0000793	PATO_0000070
OBA_VT0009539	UBERON_0003987	PATO_0000051
OBA_VT0009543	UBERON_0003988	PATO_0000051
OBA_VT0009544	UBERON_0003846	PATO_0000051
OBA_VT0009623	UBERON_0001542	PATO_0000117
OBA_VT0009625	UBERON_0002507	PATO_0000051
OBA_VT0009626	UBERON_0002508	PATO_0000051
OBA_VT0009627	UBERON_0002520	PATO_0000051
OBA_VT0009629	UBERON_0002525	PATO_0000117
OBA_VT0009631	UBERON_0001097	PATO_0000117
OBA_VT0009635	UBERON_0001543	PATO_0000117
OBA_VT0009919	CL_0000958	PATO_0000051
OBA_VT0009920	CL_0000959	PATO_0000051
OBA_VT0009921	CL_0000960	PATO_0000051
OBA_VT0009923	CL_0000958	PATO_0001555
OBA_VT0009926	CL_0000959	PATO_0001555
OBA_VT0010002	UBERON_0001911	PATO_0000117
OBA_VT0010003	UBERON_0001474	PATO_0000051
OBA_VT0010007	UBERON_0000021	PATO_0000051
OBA_VT0010009	UBERON_0000981	PATO_0000125
OBA_VT0010010	UBERON_0000981	PATO_0001230
OBA_VT0010012	UBERON_0000976	PATO_0001230
OBA_VT0010013	UBERON_0000976	PATO_0000125
OBA_VT0010014	UBERON_0000981	PATO_0001648
OBA_VT0010015	UBERON_0000979	PATO_0000125
OBA_VT0010018	UBERON_0001911	PATO_0000965
OBA_VT0010019	UBERON_0001301	PATO_0000125
OBA_VT0010022	UBERON_0004453	PATO_0000122
OBA_VT0010023	UBERON_0002102	PATO_0000122
OBA_VT0010024	UBERON_0002103	PATO_0000122
OBA_VT0010030	UBERON_0013216	PATO_0000119
OBA_VT0010042	CL_0000019	PATO_0000051
OBA_VT0010043	UBERON_0001305	PATO_0001509
OBA_VT0010046	CHEBI_35366	PATO_0000070
OBA_VT0010047	UBERON_0000043	PATO_0001509
OBA_VT0010061	CL_0000449	PATO_0000051
OBA_VT0010064	UBERON_0002384	PATO_0001509
OBA_VT0010066	UBERON_0001288	PATO_0000051
OBA_VT0010067	UBERON_0006534	PATO_0000051
OBA_VT0010068	UBERON_0001232	PATO_0000051
OBA_VT0010069	UBERON_0001287	PATO_0000051
OBA_VT0010070	UBERON_0001292	PATO_0000051
OBA_VT0010071	UBERON_0006558	PATO_0000051
OBA_VT0010073	UBERON_0001043	PATO_0000122
OBA_VT0010075	UBERON_0010159	PATO_0000051
OBA_VT0010076	UBERON_0010155	PATO_0000051
OBA_VT0010077	UBERON_0010156	PATO_0000051
OBA_VT0010078	UBERON_0010157	PATO_0000051
OBA_VT0010079	UBERON_0010158	PATO_0000051
OBA_VT0010080	UBERON_0001134	PATO_0001509
OBA_VT0010081	UBERON_0001764	PATO_0000051
OBA_VT0010083	UBERON_0013767	PATO_0000051
OBA_VT0010084	CL_0000974	PATO_0000051
OBA_VT0010085	CL_0000975	PATO_0000051
OBA_VT0010086	UBERON_0001130	PATO_0000051
OBA_VT0010087	UBERON_0001274	PATO_0000051
OBA_VT0010088	UBERON_0001275	PATO_0000051
OBA_VT0010089	UBERON_0001421	PATO_0000051
OBA_VT0010090	UBERON_0001271	PATO_0000051
OBA_VT0010091	UBERON_0002091	PATO_0000051
OBA_VT0010092	UBERON_0003252	PATO_0000051
OBA_VT0010093	UBERON_0002236	PATO_0000051
OBA_VT0010094	CL_0000062	PATO_0000051
OBA_VT0010095	CL_0000092	PATO_0000051
OBA_VT0010096	CL_0000062	PATO_0001555
OBA_VT0010097	CL_0000137	PATO_0000051
OBA_VT0010098	CL_0000092	PATO_0001555
OBA_VT0010099	CL_0000025	PATO_0001509
OBA_VT0010104	UBERON_0003607	PATO_0000051
OBA_VT0010105	UBERON_0003608	PATO_0000051
OBA_VT0010106	UBERON_0003661	PATO_0000051
OBA_VT0010107	UBERON_0003663	PATO_0000051
OBA_VT0010108	CL_1001571	PATO_0000051
OBA_VT0010110	UBERON_0002349	PATO_0001509
OBA_VT0010111	UBERON_0001135	PATO_0001509
OBA_VT0010112	GO_0014704	PATO_0000051
OBA_VT0010113	UBERON_0003681	PATO_0000117
OBA_VT0010114	UBERON_0001111	PATO_0000117
OBA_VT0010115	UBERON_0001103	PATO_0000117
OBA_VT0010116	UBERON_0001495	PATO_0000117
OBA_VT0010117	UBERON_0001401	PATO_0000117
OBA_VT0010120	PR_000000001	PATO_0000070
OBA_VT0010122	UBERON_0002329	PATO_0000051
OBA_VT0010125	UBERON_0002508	PATO_0000117
OBA_VT0010127	UBERON_0003903	PATO_0000117
OBA_VT0010128	UBERON_0002106	PATO_0001992
OBA_VT0010129	UBERON_0001043	PATO_0000125
OBA_VT0010130	CL_0000894	PATO_0001555
OBA_VT0010131	UBERON_0001153	PATO_0000125
OBA_VT0010132	CL_0000806	PATO_0001555
OBA_VT0010133	UBERON_0005052	PATO_0000918
OBA_VT0010134	CL_0000807	PATO_0001555
OBA_VT0010136	CL_0000808	PATO_0001555
OBA_VT0010137	UBERON_0002370	PATO_0001992
OBA_VT0010140	UBERON_0002108	PATO_0000125
OBA_VT0010144	UBERON_0001264	PATO_0000125
OBA_VT0010145	UBERON_0001052	PATO_0000125
OBA_VT0010155	CHEBI_15647	PATO_0001509
OBA_VT0010162	PR_000001471	PATO_0001509
OBA_VT0010183	CL_0000762	PATO_0000051
OBA_VT0010192	CL_0000935	PATO_0000051
OBA_VT0010193	UBERON_0001155	PATO_0000122
OBA_VT0010194	UBERON_0001155	PATO_0000125
OBA_VT0010195	UBERON_0000160	PATO_0000122
OBA_VT0010196	UBERON_0000160	PATO_0000125
OBA_VT0010197	UBERON_0002114	PATO_0000122
OBA_VT0010198	UBERON_0002114	PATO_0000125
OBA_VT0010199	UBERON_0000945	PATO_0000918
OBA_VT0010200	UBERON_0000945	PATO_0000125
OBA_VT0010201	UBERON_0004222	PATO_0000915
OBA_VT0010202	UBERON_0001276	PATO_0000915
OBA_VT0010203	UBERON_0007357	PATO_0000051
OBA_VT0010204	UBERON_0007357	PATO_0000918
OBA_VT0010205	UBERON_0007357	PATO_0000125
OBA_VT0010208	UBERON_0000320	PATO_0000915
OBA_VT0010212	UBERON_0002115	PATO_0000122
OBA_VT0010213	UBERON_0002115	PATO_0000125
OBA_VT0010215	UBERON_0000399	PATO_0000915
OBA_VT0010219	UBERON_0000059	PATO_0000122
OBA_VT0010220	UBERON_0000059	PATO_0000125
OBA_VT0010221	UBERON_0000320	PATO_0000051
OBA_VT0010222	UBERON_0000399	PATO_0000051
OBA_VT0010223	UBERON_0000331	PATO_0000051
OBA_VT0010224	UBERON_0002116	PATO_0000122
OBA_VT0010225	UBERON_0002116	PATO_0000125
OBA_VT0010227	UBERON_0000331	PATO_0000915
OBA_VT0010232	UBERON_0000317	PATO_0000915
OBA_VT0010234	UBERON_0000314	PATO_0000915
OBA_VT0010235	UBERON_0007359	PATO_0000051
OBA_VT0010236	UBERON_0007359	PATO_0000918
OBA_VT0010237	UBERON_0007359	PATO_0000125
OBA_VT0010238	UBERON_0007356	PATO_0000051
OBA_VT0010239	UBERON_0007356	PATO_0000125
OBA_VT0010240	UBERON_0007364	PATO_0000051
OBA_VT0010241	UBERON_0007364	PATO_0000918
OBA_VT0010242	UBERON_0007364	PATO_0000128
OBA_VT0010244	UBERON_0010153	PATO_0000051
OBA_VT0010245	UBERON_0007362	PATO_0000051
OBA_VT0010246	UBERON_0007362	PATO_0000918
OBA_VT0010247	UBERON_0007362	PATO_0000125
OBA_VT0010250	UBERON_0002390	PATO_0000051
OBA_VT0010252	UBERON_0002193	PATO_0000051
OBA_VT0010264	UBERON_0001914	PATO_0000918
OBA_VT0010274	UBERON_0001690	PATO_0000133
OBA_VT0010298	UBERON_0002082	PATO_0000117
OBA_VT0010375	UBERON_0000992	PATO_0001334
OBA_VT0010384	UBERON_0003889	PATO_0000122
OBA_VT0010394	UBERON_0002247	PATO_0000051
OBA_VT0010395	UBERON_0001295	PATO_0000915
OBA_VT0010401	UBERON_0001305	PATO_0000117
OBA_VT0010402	UBERON_0002512	PATO_0000117
OBA_VT0010403	UBERON_0013758	PATO_0000052
OBA_VT0010405	CL_0000019	PATO_0000117
OBA_VT0010406	GO_0036126	PATO_0000117
OBA_VT0010418	CL_0000919	PATO_0000051
OBA_VT0010420	UBERON_0002369	PATO_0000125
OBA_VT0010421	UBERON_0010412	PATO_0000125
OBA_VT0010423	UBERON_0003428	PATO_0000125
OBA_VT0010424	UBERON_0010410	PATO_0000125
OBA_VT0010425	UBERON_0014396	PATO_0000125
OBA_VT0010426	UBERON_0012282	PATO_0000125
OBA_VT0010428	UBERON_0010413	PATO_0000125
OBA_VT0010430	UBERON_0010411	PATO_0000125
OBA_VT0010431	UBERON_0014394	PATO_0000125
OBA_VT0010448	UBERON_0003662	PATO_0000125
OBA_VT0010449	UBERON_0003663	PATO_0000125
OBA_VT0010453	UBERON_0003697	PATO_0000125
OBA_VT0010457	CL_0000233	PATO_0000117
OBA_VT0010458	UBERON_0001691	PATO_0001323
OBA_VT0010466	UBERON_0002367	PATO_0000125
OBA_VT0010467	UBERON_0013637	PATO_0000125
OBA_VT0010468	UBERON_0007615	PATO_0000125
OBA_VT0010492	UBERON_0002084	PATO_0001334
OBA_VT0010493	UBERON_0002079	PATO_0001334
OBA_VT0010494	UBERON_0002414	PATO_0000051
OBA_VT0010495	UBERON_0001542	PATO_0000125
OBA_VT0010496	UBERON_0000007	PATO_0000125
OBA_VT0010499	CHEBI_22984	PATO_0000070
OBA_VT0010508	UBERON_0001703	PATO_0000125
OBA_VT0010510	UBERON_0002414	PATO_0000125
OBA_VT0010517	UBERON_0001703	PATO_0000117
OBA_VT0010518	UBERON_0002414	PATO_0000117
OBA_VT0010524	UBERON_0000998	PATO_0000125
OBA_VT0015000	UBERON_0010412	PATO_0000051
OBA_VT0015001	UBERON_0012283	PATO_0000051
OBA_VT0015002	UBERON_0014396	PATO_0000051
OBA_VT0015003	UBERON_0012282	PATO_0000051
OBA_VT0015005	UBERON_0010413	PATO_0000051
OBA_VT0015006	UBERON_0014464	PATO_0000051
OBA_VT0015007	UBERON_0014394	PATO_0000051
OBA_VT0015009	CL_0000448	PATO_0000051
OBA_VT0015011	CL_0000448	PATO_0000117
OBA_VT0015026	CL_0000540	PATO_0000070
OBA_VT0015035	UBERON_0001393	PATO_0000051
OBA_VT0015039	UBERON_0000468	PATO_0000921
OBA_VT0015043	UBERON_0001913	PATO_0000918
OBA_VT0015044	UBERON_0005094	PATO_0000051
OBA_VT0015045	UBERON_0002224	PATO_0000051
OBA_VT0015046	CL_0002608	PATO_0000051
OBA_VT0015050	UBERON_0001807	PATO_0000051
OBA_VT0015051	UBERON_0003964	PATO_0000051
OBA_VT0015054	UBERON_0002836	PATO_0000051
OBA_VT0015055	UBERON_0000162	PATO_0000051
OBA_VT0015057	UBERON_0000033	PATO_0001509
OBA_VT0015058	UBERON_0000955	PATO_0001509
OBA_VT0015063	UBERON_0011929	PATO_0000051
OBA_VT0015064	UBERON_0011930	PATO_0000051
OBA_VT0015066	UBERON_0003102	PATO_0000051
OBA_VT0015068	UBERON_0003102	PATO_0001509
OBA_VT0015070	UBERON_0000026	PATO_0001509
OBA_VT0015071	UBERON_0000026	PATO_0000051
OBA_VT0015072	UBERON_0002534	PATO_0000051
OBA_VT0015075	UBERON_0003960	PATO_0000051
OBA_VT0015076	UBERON_0003995	PATO_0000051
OBA_VT0015085	UBERON_0004070	PATO_0000051
OBA_VT0015096	UBERON_0004681	PATO_0000051
OBA_VT0015104	UBERON_0002313	PATO_0000051
OBA_VT0015105	UBERON_0001893	PATO_0000051
OBA_VT0015106	UBERON_0001950	PATO_0000051
OBA_VT0015108	GO_0043005	PATO_0000051
OBA_VT0015109	GO_0030425	PATO_0000051
OBA_VT0015110	GO_0045202	PATO_0000051
OBA_VT0100000	UBERON_0000976	PATO_0000117
OBA_VT0100001	UBERON_0000979	PATO_0000117
OBA_VT0100005	UBERON_0000468	PATO_0000117
OBA_VT0100012	UBERON_0003517	PATO_0001509
OBA_VT0100016	UBERON_0001009	PATO_0000051
OBA_VT0100017	UBERON_0001009	PATO_0001509
OBA_VT0100019	UBERON_0002416	PATO_0001509
OBA_VT0100020	UBERON_0002416	PATO_0000051
OBA_VT0100021	UBERON_0003214	PATO_0000117
OBA_VT0100022	UBERON_0003214	PATO_0001334
OBA_VT0100027	UBERON_0002030	PATO_0000052
OBA_VT0100028	UBERON_0002030	PATO_0001334
OBA_VT0100030	UBERON_0002030	PATO_0000133
OBA_VT0100033	UBERON_0001911	PATO_0001648
OBA_VT0100034	UBERON_0001911	PATO_0000128
OBA_VT0100035	UBERON_0013216	PATO_0000117
OBA_VT0100036	UBERON_0003214	PATO_0000918
OBA_VT1000062	UBERON_0001443	PATO_0001648
OBA_VT1000066	UBERON_0001464	PATO_0000921
OBA_VT1000067	UBERON_0013216	PATO_0000051
OBA_VT1000111	UBERON_0001474	PATO_0000128
OBA_VT1000120	UBERON_0001111	PATO_0000915
OBA_VT1000121	UBERON_0002414	PATO_0001555
OBA_VT1000122	UBERON_0002347	PATO_0001555
OBA_VT1000126	UBERON_0001013	PATO_0000915
OBA_VT1000146	UBERON_0001401	PATO_0000128
OBA_VT1000149	UBERON_0001111	PATO_0000128
OBA_VT1000190	GO_0060209	PATO_0000049
OBA_VT1000205	UBERON_0002030	PATO_0000122
OBA_VT1000206	UBERON_0002030	PATO_0001555
OBA_VT1000210	UBERON_0001300	PATO_0001648
OBA_VT1000220	UBERON_0007808	PATO_0000128
OBA_VT1000223	UBERON_0001495	PATO_0000128
OBA_VT1000226	UBERON_0005052	PATO_0000128
OBA_VT1000276	UBERON_0000976	PATO_0001323
OBA_VT1000280	UBERON_0000976	PATO_0000921
OBA_VT1000281	UBERON_0000979	PATO_0001323
OBA_VT1000284	UBERON_0000979	PATO_0001230
OBA_VT1000286	UBERON_0000979	PATO_0001031
OBA_VT1000289	UBERON_0000979	PATO_0000921
OBA_VT1000294	CL_0000025	PATO_0000070
OBA_VT1000361	UBERON_0003647	PATO_0001648
OBA_VT1000369	UBERON_0000981	PATO_0000117
OBA_VT1000414	UBERON_0001103	PATO_0000128
OBA_VT1000420	UBERON_0000033	PATO_0000128
OBA_VT1000421	UBERON_0002108	PATO_0000122
OBA_VT1000425	UBERON_0000014	PATO_0000128
OBA_VT1000435	UBERON_0001630	PATO_0001585
OBA_VT1000436	UBERON_0001134	PATO_0001585
OBA_VT1000574	UBERON_0001401	PATO_0001323
OBA_VT1000575	UBERON_0004277	PATO_0001595
OBA_VT1000578	UBERON_0001401	PATO_0000122
OBA_VT1000612	CL_0002215	PATO_0000070
OBA_VT1000639	UBERON_0002247	PATO_0000122
OBA_VT1000640	UBERON_0002247	PATO_0000128
OBA_VT1000641	UBERON_0000992	PATO_0000128
OBA_VT1000642	UBERON_0000995	PATO_0000122
OBA_VT1000644	UBERON_0000473	PATO_0000125
OBA_VT1000653	GO_0007595	PATO_0000122
OBA_VT1000664	UBERON_0000022	PATO_0000051
OBA_VT1000666	UBERON_0000981	PATO_0000921
OBA_VT1000667	UBERON_0005052	PATO_0000051
OBA_VT1000686	UBERON_0002470	PATO_0000125
OBA_VT1000687	UBERON_0002102	PATO_0000128
OBA_VT1000688	UBERON_0001448	PATO_0000128
OBA_VT1000689	UBERON_0002103	PATO_0000128
OBA_VT1000703	UBERON_0013216	PATO_0001595
OBA_VT1000704	UBERON_0001911	PATO_0000119
OBA_VT1000705	UBERON_0001911	PATO_0000921
OBA_VT1000706	UBERON_0001401	PATO_0000051
OBA_VT1000711	UBERON_0003427	PATO_0000128
OBA_VT1000712	UBERON_0001134	PATO_0000128
OBA_VT1000731	UBERON_0001443	PATO_0000921
OBA_VT1000732	UBERON_0001443	PATO_0001595
OBA_VT1000735	UBERON_0002387	PATO_0000133
OBA_VT1000739	UBERON_0005473	PATO_0000051
OBA_VT1000740	UBERON_0005473	PATO_0000921
OBA_VT1000741	UBERON_0005473	PATO_0002326
OBA_VT1000742	GO_0030017	PATO_0000122
OBA_VT1000743	CL_0000188	PATO_0001555
OBA_VT1000747	CL_0002211	PATO_0000070
OBA_VT1000748	CL_0002214	PATO_0000070
OBA_VT2000000	UBERON_0013755	PATO_0001025
OBA_VT2000001	UBERON_0013757	PATO_0001025
OBA_VT2000002	UBERON_0013756	PATO_0001025
OBA_VT2000018	UBERON_0002349	PATO_0001579
OBA_VT3000004	UBERON_0000178	PATO_0000992
OBA_VT4000007	UBERON_0001037	PATO_0001509
OBA_VT4000009	UBERON_0013754	PATO_0000051
OBA_VT4000011	UBERON_0000016	PATO_0000051
OBA_VT4000012	UBERON_0000414	PATO_0000051
